Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i053_1_an_NA_excuse	i053_1_an_NA_excuse	(#\d{1,3}) 2 10531	eeg_1	eeg_1_a	53	NA	10531	21	an	NA	excuse	Amelia did not want to go to the bar with her friends after seeing the movie, so she made up an excuse for why she needed to go home early.	i053_1_an	norm_2	Amelia did not want to go to the bar with her friends after seeing the movie, so she made up an	0.759	0.000	0.724	0.034	0.759	1.000	1.000	1.000	1.000	0.525	1.000	[excuse]	0.750	[excuse]	[vowel]	1.000	0.000	30.000	40.000	0.525	1.000	[excuse]	0.750	[excuse]	[vowel]	1.000	0.000	30.000	40.000	1.000	6.000	23.000
i053_1_a__NA_story	i053_1_a__NA_story	(#\d{1,3}) 2 10534	eeg_1	eeg_1_b	53	NA	10534	21	a	NA	story	Amelia did not want to go to the bar with her friends after seeing the movie, so she made up a story for why she needed to go home early.	i053_1_a_	norm_2	Amelia did not want to go to the bar with her friends after seeing the movie, so she made up a	0.138	0.000	0.103	0.000	0.103	0.167	0.167	0.167	0.167	0.112	0.110	[excuse]	0.271	[excuse, lame, lie, story]	[vowel, consonant, consonant, consonant]	0.167	0.000	30.000	59.000	0.112	0.110	[excuse]	0.271	[excuse, lame, lie, story]	[vowel, consonant, consonant, consonant]	0.167	0.000	30.000	59.000	1.000	6.000	23.000
i054_1_a__NA_story	i054_1_a__NA_story	(#\d{1,3}) 2 10542	eeg_1	eeg_1_a	54	NA	10542	11	a	NA	story	Before little Gloria went to sleep, she wanted to hear a story from her mother.	i054_1_a_	norm_2	Before little Gloria went to sleep, she wanted to hear a	0.862	0.000	0.828	0.000	0.828	0.533	0.767	0.533	0.767	0.184	0.251	[story]	0.622	[story]	[consonant]	0.533	0.000	30.000	37.000	0.184	0.251	[story]	0.622	[story]	[consonant]	0.533	0.000	30.000	37.000	1.000	29.000	0.000
i054_1_an_NA_excuse	i054_1_an_NA_excuse	(#\d{1,3}) 2 10543	eeg_1	eeg_1_b	54	NA	10543	11	an	NA	excuse	Before little Gloria went to sleep, she wanted to hear an excuse from her mother.	i054_1_an	norm_2	Before little Gloria went to sleep, she wanted to hear an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.138	0.132	[story]	0.338	[exciting, old]	[vowel, vowel]	0.233	0.000	30.000	68.000	0.138	0.132	[story]	0.338	[exciting, old]	[vowel, vowel]	0.233	0.000	30.000	68.000	1.000	29.000	0.000
i055_1_a__NA_finger	i055_1_a__NA_finger	(#\d{1,3}) 2 10554	eeg_1	eeg_1_a	55	NA	10554	24	a	NA	finger	At first Victoria did not know why her brother was crying over the sink, but then she noticed that he had just sliced a finger with his knife.	i055_1_a_	norm_2	At first Victoria did not know why her brother was crying over the sink, but then she noticed that he had just sliced a	0.100	0.033	0.633	0.033	0.633	0.467	0.633	0.467	0.633	0.131	0.237	[finger]	0.322	[finger]	[consonant]	0.467	0.000	30.000	59.000	0.131	0.237	[finger]	0.322	[finger]	[consonant]	0.467	0.000	30.000	59.000	0.000	26.000	4.000
i055_1_an_NA_onion	i055_1_an_NA_onion	(#\d{1,3}) 2 10551	eeg_1	eeg_1_b	55	NA	10551	24	an	NA	onion	At first Victoria did not know why her brother was crying over the sink, but then she noticed that he had just sliced an onion with his knife.	i055_1_an	norm_2	At first Victoria did not know why her brother was crying over the sink, but then she noticed that he had just sliced an	0.067	0.000	0.067	0.033	0.133	0.600	0.600	0.600	0.600	0.216	0.338	[onion]	0.391	[onion]	[vowel]	0.600	0.000	30.000	46.000	0.216	0.338	[onion]	0.391	[onion]	[vowel]	0.600	0.000	30.000	46.000	0.000	26.000	4.000
i056_1_an_NA_onion	i056_1_an_NA_onion	(#\d{1,3}) 2 10563	eeg_1	eeg_1_a	56	NA	10563	15	an	NA	onion	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion into the pot.	i056_1_an	norm_2	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.085	[finger, into]	0.108	[apple]	[vowel]	0.200	0.000	30.000	93.000	0.055	0.085	[finger, into]	0.108	[apple]	[vowel]	0.200	0.000	30.000	93.000	1.000	27.000	2.000
i056_1_a__NA_finger	i056_1_a__NA_finger	(#\d{1,3}) 2 10562	eeg_1	eeg_1_b	56	NA	10562	15	a	NA	finger	Marie wanted to sample a tiny bit of the sauce so she daintily dipped a finger into the pot.	i056_1_a_	norm_2	Marie wanted to sample a tiny bit of the sauce so she daintily dipped a	0.241	0.034	0.414	0.034	0.414	0.167	0.167	0.167	0.167	0.074	0.088	[into, spoon]	0.104	[spoon]	[consonant]	0.233	0.000	30.000	77.000	0.074	0.088	[into, spoon]	0.104	[spoon]	[consonant]	0.233	0.000	30.000	77.000	1.000	27.000	2.000
i057_1_an_NA_author	i057_1_an_NA_author	(#\d{1,3}) 2 10571	eeg_1	eeg_1_a	57	NA	10571	15	an	NA	author	After Joanne's first book was published, she finally felt like she could call herself an author in front of her peers.	i057_1_an	norm_2	After Joanne's first book was published, she finally felt like she could call herself an	0.448	0.000	0.448	0.000	0.448	0.700	0.767	0.700	0.767	0.352	0.434	[author]	0.657	[author]	[vowel]	0.700	0.000	30.000	35.000	0.352	0.434	[author]	0.657	[author]	[vowel]	0.700	0.000	30.000	35.000	1.000	15.000	14.000
i057_1_a__NA_success	i057_1_a__NA_success	(#\d{1,3}) 2 10574	eeg_1	eeg_1_b	57	NA	10574	15	a	NA	success	After Joanne's first book was published, she finally felt like she could call herself a success in front of her peers.	i057_1_a_	norm_2	After Joanne's first book was published, she finally felt like she could call herself a	0.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.168	0.232	[writer]	0.500	[writer]	[consonant]	0.500	0.000	30.000	40.000	0.168	0.232	[writer]	0.500	[writer]	[consonant]	0.500	0.000	30.000	40.000	1.000	15.000	14.000
i058_1_a__NA_success	i058_1_a__NA_success	(#\d{1,3}) 2 10582	eeg_1	eeg_1_a	58	NA	10582	11	a	NA	success	Alicia's first client was a failure, but her second was a success and made her a lot of money.	i058_1_a_	norm_2	Alicia's first client was a failure, but her second was a	0.828	0.034	0.862	0.034	0.862	0.933	1.000	0.933	1.000	0.634	0.735	[success]	0.938	[success]	[consonant]	0.933	0.000	30.000	32.000	0.634	0.735	[success]	0.938	[success]	[consonant]	0.933	0.000	30.000	32.000	1.000	29.000	0.000
i058_1_an_NA_author	i058_1_an_NA_author	(#\d{1,3}) 2 10583	eeg_1	eeg_1_b	58	NA	10583	11	an	NA	author	Alicia's first client was a failure, but her second was an author and made her a lot of money.	i058_1_an	norm_2	Alicia's first client was a failure, but her second was an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.127	0.040	[success]	0.333	[success]	[consonant]	0.133	0.000	30.000	57.000	0.127	0.040	[success]	0.333	[success]	[consonant]	0.133	0.000	30.000	57.000	1.000	29.000	0.000
i059_1_a__NA_director	i059_1_a__NA_director	(#\d{1,3}) 2 10594	eeg_1	eeg_1_a	59	NA	10594	10	a	NA	director	Lance had moved to Hollywood in hopes of becoming a director, but so far he had only done a few commercials.	i059_1_a_	norm_2	Lance had moved to Hollywood in hopes of becoming a	0.379	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.033	0.152	0.170	[star]	0.321	[movie]	[consonant]	0.267	0.000	30.000	53.000	0.152	0.170	[star]	0.302	[movie]	[consonant]	0.267	0.000	30.000	53.000	1.000	14.000	15.000
i059_1_an_NA_actor	i059_1_an_NA_actor	(#\d{1,3}) 2 10591	eeg_1	eeg_1_b	59	NA	10591	10	an	NA	actor	Lance had moved to Hollywood in hopes of becoming an actor, but so far he had only done a few commercials.	i059_1_an	norm_2	Lance had moved to Hollywood in hopes of becoming an	0.517	0.000	0.517	0.000	0.517	0.900	0.900	0.900	0.900	0.577	0.646	[actor]	0.818	[actor]	[vowel]	0.900	0.000	30.000	33.000	0.577	0.646	[actor]	0.818	[actor]	[vowel]	0.900	0.000	30.000	33.000	1.000	14.000	15.000
i060_1_an_NA_actor	i060_1_an_NA_actor	(#\d{1,3}) 2 10603	eeg_1	eeg_1_a	60	NA	10603	17	an	NA	actor	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor when he grew up.	i060_1_an	norm_2	From a young age Steven had an interest in filmmaking and had always dreamed of being an	0.000	0.000	0.000	0.000	0.000	0.233	0.267	0.233	0.267	0.097	0.096	[director]	0.254	[actor]	[vowel]	0.233	0.000	30.000	59.000	0.097	0.096	[director]	0.254	[actor]	[vowel]	0.233	0.000	30.000	59.000	1.000	29.000	0.000
i060_1_a__NA_director	i060_1_a__NA_director	(#\d{1,3}) 2 10602	eeg_1	eeg_1_b	60	NA	10602	17	a	NA	director	From a young age Steven had an interest in filmmaking and had always dreamed of being a director when he grew up.	i060_1_a_	norm_2	From a young age Steven had an interest in filmmaking and had always dreamed of being a	0.862	0.034	0.724	0.034	0.724	0.633	0.667	0.633	0.667	0.331	0.372	[director]	0.588	[director]	[consonant]	0.633	0.000	30.000	34.000	0.331	0.372	[director]	0.588	[director]	[consonant]	0.633	0.000	30.000	34.000	1.000	29.000	0.000
i061_1_an_NA_audience	i061_1_an_NA_audience	(#\d{1,3}) 2 10611	eeg_1	eeg_1_a	61	NA	10611	19	an	NA	audience	Dana enjoyed singing in private, but was scared to death at the thought of performing in front of an audience at the concert.	i061_1_an	norm_2	Dana enjoyed singing in private, but was scared to death at the thought of performing in front of an	0.667	0.033	0.800	0.033	0.800	0.900	0.967	0.900	0.967	0.428	0.686	[audience]	0.707	[audience]	[vowel]	0.900	0.000	30.000	41.000	0.428	0.686	[audience]	0.707	[audience]	[vowel]	0.900	0.000	30.000	41.000	0.000	7.000	23.000
i061_1_a__NA_crowd	i061_1_a__NA_crowd	(#\d{1,3}) 2 10614	eeg_1	eeg_1_b	61	NA	10614	19	a	NA	crowd	Dana enjoyed singing in private, but was scared to death at the thought of performing in front of a crowd at the concert.	i061_1_a_	norm_2	Dana enjoyed singing in private, but was scared to death at the thought of performing in front of a	0.233	0.000	0.133	0.033	0.167	0.467	0.500	0.467	0.500	0.193	0.214	[crowd]	0.357	[crowd]	[consonant]	0.467	0.000	30.000	42.000	0.193	0.214	[crowd]	0.357	[crowd]	[consonant]	0.467	0.000	30.000	42.000	0.000	7.000	23.000
i062_1_a__NA_crowd	i062_1_a__NA_crowd	(#\d{1,3}) 2 10622	eeg_1	eeg_1_a	62	NA	10622	13	a	NA	crowd	Carrie's father had always joked that two is company but three is a crowd for him.	i062_1_a_	norm_2	Carrie's father had always joked that two is company but three is a	0.889	0.000	0.815	0.000	0.815	0.800	0.800	0.800	0.800	0.411	0.547	[crowd]	0.649	[crowd]	[consonant]	0.800	0.000	30.000	37.000	0.411	0.547	[crowd]	0.649	[crowd]	[consonant]	0.800	0.000	30.000	37.000	3.000	26.000	1.000
i062_1_an_NA_audience	i062_1_an_NA_audience	(#\d{1,3}) 2 10623	eeg_1	eeg_1_b	62	NA	10623	13	an	NA	audience	Carrie's father had always joked that two is company but three is an audience for him.	i062_1_an	norm_2	Carrie's father had always joked that two is company but three is an	0.000	0.000	0.000	0.000	0.000	0.067	0.067	0.067	0.067	0.119	0.067	[crowd]	0.346	[crowd]	[consonant]	0.200	0.000	30.000	52.000	0.119	0.067	[crowd]	0.346	[crowd]	[consonant]	0.200	0.000	30.000	52.000	3.000	26.000	1.000
i065_1_an_NA_elevator	i065_1_an_NA_elevator	(#\d{1,3}) 2 10651	eeg_1	eeg_1_a	65	NA	10651	8	an	NA	elevator	Damon preferred climbing stairs over riding in an elevator, because it gave him a chance get a little exercise.	i065_1_an	norm_2	Damon preferred climbing stairs over riding in an	0.667	0.037	0.704	0.222	0.889	0.833	0.833	0.833	0.833	0.482	0.548	[elevator]	0.735	[elevator]	[vowel]	0.833	0.000	30.000	34.000	0.482	0.548	[elevator]	0.735	[elevator]	[vowel]	0.833	0.000	30.000	34.000	3.000	2.000	25.000
i065_1_a__NA_wheelchair	i065_1_a__NA_wheelchair	(#\d{1,3}) 2 10654	eeg_1	eeg_1_b	65	NA	10654	8	a	NA	wheelchair	Damon preferred climbing stairs over riding in a wheelchair, because it gave him a chance get a little exercise.	i065_1_a_	norm_2	Damon preferred climbing stairs over riding in a	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.049	[elevator]	0.333	[elevator]	[vowel]	0.167	0.000	30.000	51.000	0.098	0.049	[elevator]	0.333	[elevator]	[vowel]	0.167	0.000	30.000	51.000	3.000	2.000	25.000
i066_1_a__NA_wheelchair	i066_1_a__NA_wheelchair	(#\d{1,3}) 2 10662	eeg_1	eeg_1_a	66	NA	10662	28	a	NA	wheelchair	The doctors would not allow Monica to walk so soon after her surgery, so the only way for her to move from place to place was in a wheelchair accompanied by a nurse.	i066_1_a_	norm_2	The doctors would not allow Monica to walk so soon after her surgery, so the only way for her to move from place to place was in a	0.893	0.036	0.929	0.036	0.929	0.933	0.967	0.933	0.967	0.658	0.735	[wheelchair]	0.906	[wheelchair]	[consonant]	0.933	0.000	30.000	32.000	0.658	0.735	[wheelchair]	0.906	[wheelchair]	[consonant]	0.933	0.000	30.000	32.000	2.000	28.000	0.000
i066_1_an_NA_elevator	i066_1_an_NA_elevator	(#\d{1,3}) 2 10663	eeg_1	eeg_1_b	66	NA	10663	28	an	NA	elevator	The doctors would not allow Monica to walk so soon after her surgery, so the only way for her to move from place to place was in an elevator accompanied by a nurse.	i066_1_an	norm_2	The doctors would not allow Monica to walk so soon after her surgery, so the only way for her to move from place to place was in an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.198	0.108	[wheelchair]	0.435	[electric, wheelchair]	[vowel, consonant]	0.200	0.000	30.000	62.000	0.198	0.108	[wheelchair]	0.435	[electric, wheelchair]	[vowel, consonant]	0.200	0.000	30.000	62.000	2.000	28.000	0.000
i067_1_a__NA_city	i067_1_a__NA_city	(#\d{1,3}) 2 10674	eeg_1	eeg_1_a	67	NA	10674	20	a	NA	city	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a city or a safe place to land.	i067_1_a_	norm_2	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a	0.207	0.000	0.034	0.000	0.034	0.033	0.033	0.033	0.033	0.215	0.269	[landing]	0.298	[landing]	[consonant]	0.467	0.000	30.000	47.000	0.215	0.269	[landing]	0.298	[landing]	[consonant]	0.467	0.000	30.000	47.000	1.000	9.000	20.000
i067_1_an_NA_airport	i067_1_an_NA_airport	(#\d{1,3}) 2 10671	eeg_1	eeg_1_b	67	NA	10671	20	an	NA	airport	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an airport or a safe place to land.	i067_1_an	norm_2	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an	0.552	0.069	0.586	0.103	0.621	0.733	0.767	0.733	0.767	0.347	0.477	[airport]	0.605	[airport]	[vowel]	0.733	0.000	30.000	38.000	0.347	0.477	[airport]	0.605	[airport]	[vowel]	0.733	0.000	30.000	38.000	1.000	9.000	20.000
i068_1_an_NA_airport	i068_1_an_NA_airport	(#\d{1,3}) 2 10683	eeg_1	eeg_1_a	68	NA	10683	17	an	NA	airport	Hannah wanted to live in a small town, but her husband preferred to live closer to an airport because of his job.	i068_1_an	norm_2	Hannah wanted to live in a small town, but her husband preferred to live closer to an	0.000	0.000	0.000	0.000	0.000	0.100	0.100	0.100	0.100	0.162	0.211	[city]	0.250	[urban]	[vowel]	0.433	0.000	30.000	60.000	0.162	0.211	[city]	0.250	[urban]	[vowel]	0.433	0.000	30.000	60.000	1.000	29.000	0.000
i068_1_a__NA_city	i068_1_a__NA_city	(#\d{1,3}) 2 10682	eeg_1	eeg_1_b	68	NA	10682	17	a	NA	city	Hannah wanted to live in a small town, but her husband preferred to live closer to a city because of his job.	i068_1_a_	norm_2	Hannah wanted to live in a small town, but her husband preferred to live closer to a	0.103	0.034	0.897	0.069	0.931	0.567	0.767	0.567	0.767	0.207	0.285	[city]	0.511	[city]	[consonant]	0.567	0.000	30.000	45.000	0.207	0.285	[city]	0.511	[city]	[consonant]	0.567	0.000	30.000	45.000	1.000	29.000	0.000
i069_1_an_NA_offense	i069_1_an_NA_offense	(#\d{1,3}) 2 10691	eeg_1	eeg_1_a	69	NA	10691	15	an	NA	offense	Although the basketball team's defense was very strong, they did not have much of an offense since the middle of the season.	i069_1_an	norm_2	Although the basketball team's defense was very strong, they did not have much of an	0.867	0.000	0.867	0.000	0.867	0.900	0.900	0.900	0.900	0.479	0.686	[offense]	0.711	[offense]	[vowel]	0.900	0.000	30.000	38.000	0.479	0.686	[offense]	0.711	[offense]	[vowel]	0.900	0.000	30.000	38.000	0.000	4.000	26.000
i069_1_a__NA_coach	i069_1_a__NA_coach	(#\d{1,3}) 2 10694	eeg_1	eeg_1_b	69	NA	10694	15	a	NA	coach	Although the basketball team's defense was very strong, they did not have much of a coach since the middle of the season.	i069_1_a_	norm_2	Although the basketball team's defense was very strong, they did not have much of a	0.067	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.122	0.092	[offense]	0.344	[offense]	[vowel]	0.200	0.000	30.000	64.000	0.122	0.092	[offense]	0.344	[offense]	[vowel]	0.200	0.000	30.000	64.000	0.000	4.000	26.000
i070_1_a__NA_coach	i070_1_a__NA_coach	(#\d{1,3}) 2 10702	eeg_1	eeg_1_a	70	NA	10702	15	a	NA	coach	Ever since Mr. Barnes had moved away, Bobby's football team had been left without a coach and thus lost all their games.	i070_1_a_	norm_2	Ever since Mr. Barnes had moved away, Bobby's football team had been left without a	0.897	0.034	0.897	0.069	0.931	0.867	0.867	0.867	0.867	0.641	0.641	[coach]	0.867	[coach]	[consonant]	0.867	0.000	30.000	30.000	0.641	0.641	[coach]	0.867	[coach]	[consonant]	0.867	0.000	30.000	30.000	1.000	29.000	0.000
i070_1_an_NA_offense	i070_1_an_NA_offense	(#\d{1,3}) 2 10703	eeg_1	eeg_1_b	70	NA	10703	15	an	NA	offense	Ever since Mr. Barnes had moved away, Bobby's football team had been left without an offense and thus lost all their games.	i070_1_an	norm_2	Ever since Mr. Barnes had moved away, Bobby's football team had been left without an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.155	0.058	[coach]	0.358	[assistant]	[vowel]	0.167	0.000	30.000	53.000	0.155	0.058	[coach]	0.358	[assistant]	[vowel]	0.167	0.000	30.000	53.000	1.000	29.000	0.000
i071_1_a__NA_name	i071_1_a__NA_name	(#\d{1,3}) 2 10714	eeg_1	eeg_1_a	71	NA	10714	13	a	NA	name	The group had been brainstorming all day but they still didn't have a name for their project.	i071_1_a_	norm_2	The group had been brainstorming all day but they still didn't have a	0.143	0.000	0.000	0.000	0.000	0.067	0.067	0.067	0.067	0.075	0.089	[idea]	0.146	[good]	[consonant]	0.200	0.000	30.000	48.000	0.075	0.089	[idea]	0.146	[good]	[consonant]	0.200	0.000	30.000	48.000	2.000	5.000	23.000
i071_1_an_NA_idea	i071_1_an_NA_idea	(#\d{1,3}) 2 10711	eeg_1	eeg_1_b	71	NA	10711	13	an	NA	idea	The group had been brainstorming all day but they still didn't have an idea for their project.	i071_1_an	norm_2	The group had been brainstorming all day but they still didn't have an	0.536	0.000	0.357	0.071	0.607	0.467	0.467	0.467	0.467	0.231	0.343	[idea]	0.292	[idea]	[vowel]	0.467	0.000	30.000	48.000	0.231	0.343	[idea]	0.292	[idea]	[vowel]	0.467	0.000	30.000	48.000	2.000	5.000	23.000
i072_1_an_NA_idea	i072_1_an_NA_idea	(#\d{1,3}) 2 10723	eeg_1	eeg_1_a	72	NA	10723	18	an	NA	idea	The guys didn't know what to call their band, so Trent told everyone to come up with an idea and they would vote.	i072_1_an	norm_2	The guys didn't know what to call their band, so Trent told everyone to come up with an	0.138	0.000	0.138	0.069	0.207	0.367	0.367	0.367	0.367	0.105	0.165	[name]	0.226	[idea]	[vowel]	0.367	0.000	30.000	53.000	0.105	0.165	[idea, name]	0.208	[idea]	[vowel]	0.367	0.000	30.000	53.000	1.000	23.000	6.000
i072_1_a__NA_name	i072_1_a__NA_name	(#\d{1,3}) 2 10722	eeg_1	eeg_1_b	72	NA	10722	18	a	NA	name	The guys didn't know what to call their band, so Trent told everyone to come up with a name and they would vote.	i072_1_a_	norm_2	The guys didn't know what to call their band, so Trent told everyone to come up with a	0.586	0.000	0.586	0.207	0.793	0.700	0.733	0.700	0.767	0.238	0.443	[name]	0.479	[name]	[consonant]	0.700	0.000	30.000	48.000	0.238	0.443	[name]	0.458	[name]	[consonant]	0.700	0.000	30.000	48.000	1.000	23.000	6.000
i073_1_an_NA_island	i073_1_an_NA_island	(#\d{1,3}) 2 10731	eeg_1	eeg_1_a	73	NA	10731	15	an	NA	island	Being from the mainland, Karen never got used to the feeling of living on an island and being so removed from everything.	i073_1_an	norm_2	Being from the mainland, Karen never got used to the feeling of living on an	0.600	0.000	0.633	0.000	0.633	0.900	0.933	0.900	0.933	0.618	0.686	[island]	0.875	[island]	[vowel]	0.900	0.000	30.000	32.000	0.618	0.686	[island]	0.875	[island]	[vowel]	0.900	0.000	30.000	32.000	0.000	11.000	19.000
i073_1_a__NA_ship	i073_1_a__NA_ship	(#\d{1,3}) 2 10734	eeg_1	eeg_1_b	73	NA	10734	15	a	NA	ship	Being from the mainland, Karen never got used to the feeling of living on a ship and being so removed from everything.	i073_1_a_	norm_2	Being from the mainland, Karen never got used to the feeling of living on a	0.133	0.000	0.033	0.000	0.033	0.033	0.067	0.033	0.067	0.161	0.100	[island]	0.340	[boat, small]	[consonant, consonant]	0.200	0.000	30.000	50.000	0.161	0.100	[island]	0.340	[boat, small]	[consonant, consonant]	0.200	0.000	30.000	50.000	0.000	11.000	19.000
i074_1_a__NA_ship	i074_1_a__NA_ship	(#\d{1,3}) 2 10742	eeg_1	eeg_1_a	74	NA	10742	23	a	NA	ship	Sandra decided that she would work for a cruise line for a year before starting college, although she had never been on a ship and did not know how to swim.	i074_1_a_	norm_2	Sandra decided that she would work for a cruise line for a year before starting college, although she had never been on a	0.964	0.000	0.393	0.000	0.393	0.333	0.400	0.333	0.400	0.165	0.204	[boat, ship]	0.333	[boat]	[consonant]	0.400	0.000	30.000	36.000	0.165	0.204	[boat, ship]	0.333	[boat]	[consonant]	0.400	0.000	30.000	36.000	2.000	28.000	0.000
i074_1_an_NA_island	i074_1_an_NA_island	(#\d{1,3}) 2 10743	eeg_1	eeg_1_b	74	NA	10743	23	an	NA	island	Sandra decided that she would work for a cruise line for a year before starting college, although she had never been on an island and did not know how to swim.	i074_1_an	norm_2	Sandra decided that she would work for a cruise line for a year before starting college, although she had never been on an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.112	0.167	[ocean]	0.169	[ocean]	[vowel]	0.333	0.000	30.000	59.000	0.112	0.167	[ocean]	0.169	[ocean]	[vowel]	0.333	0.000	30.000	59.000	2.000	28.000	0.000
i075_1_a__NA_cat	i075_1_a__NA_cat	(#\d{1,3}) 2 10754	eeg_1	eeg_1_a	75	NA	10754	23	a	NA	cat	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters and looked up to see a cat staring down at her.	i075_1_a_	norm_2	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters and looked up to see a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.101	[owl]	0.418	[bird]	[consonant]	0.200	0.000	30.000	55.000	0.174	0.101	[owl]	0.382	[bird]	[consonant]	0.200	0.000	30.000	55.000	2.000	3.000	25.000
i075_1_an_NA_owl	i075_1_an_NA_owl	(#\d{1,3}) 2 10751	eeg_1	eeg_1_b	75	NA	10751	23	an	NA	owl	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters and looked up to see an owl staring down at her.	i075_1_an	norm_2	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters and looked up to see an	0.786	0.036	0.821	0.071	0.857	0.900	1.000	0.900	1.000	0.565	0.686	[owl]	0.909	[owl]	[vowel]	0.900	0.000	30.000	33.000	0.565	0.686	[owl]	0.909	[owl]	[vowel]	0.900	0.000	30.000	33.000	2.000	3.000	25.000
i076_1_an_NA_owl	i076_1_an_NA_owl	(#\d{1,3}) 2 10763	eeg_1	eeg_1_a	76	NA	10763	20	an	NA	owl	Every time they went for walks, Sylvia's dog Rex would break into a run as soon as he spotted an owl, but luckily Rex couldn't climb trees.	i076_1_an	norm_2	Every time they went for walks, Sylvia's dog Rex would break into a run as soon as he spotted an	0.033	0.000	0.000	0.000	0.000	0.100	0.100	0.100	0.100	0.060	0.099	[animal]	0.157	[animal]	[vowel]	0.267	0.000	30.000	51.000	0.060	0.101	[animal]	0.157	[animal]	[vowel]	0.267	0.000	30.000	51.000	0.000	29.000	1.000
i076_1_a__NA_cat	i076_1_a__NA_cat	(#\d{1,3}) 2 10762	eeg_1	eeg_1_b	76	NA	10762	20	a	NA	cat	Every time they went for walks, Sylvia's dog Rex would break into a run as soon as he spotted a cat, but luckily Rex couldn't climb trees.	i076_1_a_	norm_2	Every time they went for walks, Sylvia's dog Rex would break into a run as soon as he spotted a	0.633	0.000	0.433	0.067	0.500	0.567	0.567	0.567	0.567	0.209	0.292	[cat]	0.395	[cat]	[consonant]	0.567	0.000	30.000	43.000	0.209	0.292	[cat]	0.395	[cat]	[consonant]	0.567	0.000	30.000	43.000	0.000	29.000	1.000
i077_1_an_NA_ocean	i077_1_an_NA_ocean	(#\d{1,3}) 2 10771	eeg_1	eeg_1_a	77	NA	10771	25	an	NA	ocean	The first time Timmy saw the Pacific, he thought it was a lake, but his brother laughed and explained to him that it was an ocean and he should be careful of the waves.	i077_1_an	norm_2	The first time Timmy saw the Pacific, he thought it was a lake, but his brother laughed and explained to him that it was an	0.828	0.069	1.000	0.069	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[ocean]	1.000	[ocean]	[vowel]	1.000	0.000	30.000	30.000	1.000	1.000	[ocean]	1.000	[ocean]	[vowel]	1.000	0.000	30.000	30.000	1.000	0.000	29.000
i077_1_a__NA_mirage	i077_1_a__NA_mirage	(#\d{1,3}) 2 10774	eeg_1	eeg_1_b	77	NA	10774	25	a	NA	mirage	The first time Timmy saw the Pacific, he thought it was a lake, but his brother laughed and explained to him that it was a mirage and he should be careful of the waves.	i077_1_a_	norm_2	The first time Timmy saw the Pacific, he thought it was a lake, but his brother laughed and explained to him that it was a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.120	0.106	[ocean]	0.280	[huge]	[consonant]	0.267	0.000	30.000	82.000	0.117	0.096	[ocean]	0.280	[huge]	[consonant]	0.267	0.000	30.000	82.000	1.000	0.000	29.000
