Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i121_2_a__NA_strategy	i121_2_a__NA_strategy	(#\d{1,3}) 2 11213	eeg_3	eeg_3_a	121	31210	11213	13	a	NA	strategy	The basketball team had some strengths and weaknesses. Their defense was very strong but they did not have much of a strategy since the playoffs.	i121_2_a_	norm_4	The basketball team had some strengths and weaknesses. Their defense was very strong but they did not have much of a	0.032	0.000	0.032	0.000	0.032	0.065	0.065	0.065	0.065	0.241	0.191	[offense]	0.393	[strong]	[consonant]	0.419	1.000	31.000	61.000	0.241	0.191	[offense]	0.393	[strong]	[consonant]	0.419	1.000	31.000	61.000	1.000	3.000	28.000
i121_2_an_NA_offense	i121_2_an_NA_offense	(#\d{1,3}) 2 11214	eeg_3	eeg_3_b	121	31210	11214	13	an	NA	offense	The basketball team had some strengths and weaknesses. Their defense was very strong but they did not have much of an offense since the playoffs.	i121_2_an	norm_4	The basketball team had some strengths and weaknesses. Their defense was very strong but they did not have much of an	0.871	0.065	0.903	0.065	0.903	1.000	1.000	1.000	1.000	1.000	1.000	[offense]	1.000	[offense]	[vowel]	1.000	0.000	31.000	31.000	1.000	1.000	[offense]	1.000	[offense]	[vowel]	1.000	0.000	31.000	31.000	1.000	3.000	28.000
i122_2_an_NA_authority	i122_2_an_NA_authority	(#\d{1,3}) 2 11224	eeg_3	eeg_3_a	122	31220	11224	8	an	NA	authority	Mr. Barnes had accepted another position right before the season began. Bobby's football team had been left without an authority and lost several games.	i122_2_an	norm_4	Mr. Barnes had accepted another position right before the season began. Bobby's football team had been left without an	0.000	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.233	0.146	[coach]	0.367	[assistant]	[vowel]	0.290	1.000	31.000	60.000	0.233	0.146	[coach]	0.367	[assistant]	[vowel]	0.290	1.000	31.000	60.000	1.000	31.000	0.000
i122_2_a__NA_coach	i122_2_a__NA_coach	(#\d{1,3}) 2 11223	eeg_3	eeg_3_b	122	31220	11223	8	a	NA	coach	Mr. Barnes had accepted another position right before the season began. Bobby's football team had been left without a coach and lost several games.	i122_2_a_	norm_4	Mr. Barnes had accepted another position right before the season began. Bobby's football team had been left without a	1.000	0.000	1.000	0.000	1.000	0.839	0.839	0.839	0.839	0.567	0.592	[coach]	0.812	[coach]	[consonant]	0.839	0.000	31.000	32.000	0.567	0.592	[coach]	0.812	[coach]	[consonant]	0.839	0.000	31.000	32.000	1.000	31.000	0.000
i123_2_an_NA_enclosure	i123_2_an_NA_enclosure	(#\d{1,3}) 2 11234	eeg_3	eeg_3_a	123	31230	11234	9	an	NA	enclosure	The castaways were stranded on a desert island waiting to be rescued. They wrote a message and stuck it in an enclosure they had found.	i123_2_an	norm_4	The castaways were stranded on a desert island waiting to be rescued. They wrote a message and stuck it in an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.233	0.209	[bottle]	0.424	[old]	[vowel]	0.355	1.000	31.000	66.000	0.229	0.192	[bottle]	0.424	[old]	[vowel]	0.323	1.000	31.000	66.000	1.000	31.000	0.000
i123_2_a__NA_bottle	i123_2_a__NA_bottle	(#\d{1,3}) 2 11233	eeg_3	eeg_3_b	123	31230	11233	9	a	NA	bottle	The castaways were stranded on a desert island waiting to be rescued. They wrote a message and stuck it in a bottle they had found.	i123_2_a_	norm_4	The castaways were stranded on a desert island waiting to be rescued. They wrote a message and stuck it in a	0.968	0.000	0.968	0.000	0.968	0.935	0.935	0.935	0.935	0.655	0.655	[bottle]	0.935	[bottle]	[consonant]	0.935	0.000	31.000	31.000	0.655	0.655	[bottle]	0.935	[bottle]	[consonant]	0.935	0.000	31.000	31.000	1.000	31.000	0.000
i124_2_an_NA_arrangement	i124_2_an_NA_arrangement	(#\d{1,3}) 2 11244	eeg_3	eeg_3_a	124	31240	11244	8	an	NA	arrangement	At tryouts, Randy showed a lot of skill in both passing and running with the football. Unfortunately for him the team already had an arrangement this year.	i124_2_an	norm_4	At tryouts, Randy showed a lot of skill in both passing and running with the football. Unfortunately for him the team already had an	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.169	0.062	[quarterback]	0.304	[excellent]	[vowel]	0.156	0.000	32.000	69.000	0.168	0.061	[quarterback]	0.304	[excellent]	[vowel]	0.156	0.000	32.000	69.000	1.000	31.000	0.000
i124_2_a__NA_quarterback	i124_2_a__NA_quarterback	(#\d{1,3}) 2 11243	eeg_3	eeg_3_b	124	31240	11243	8	a	NA	quarterback	At tryouts, Randy showed a lot of skill in both passing and running with the football. Unfortunately for him the team already had a quarterback this year.	i124_2_a_	norm_4	At tryouts, Randy showed a lot of skill in both passing and running with the football. Unfortunately for him the team already had a	0.742	0.000	0.677	0.000	0.677	0.903	0.903	0.903	0.935	0.530	0.655	[quarterback]	0.806	[quarterback]	[consonant]	0.903	0.000	31.000	36.000	0.530	0.655	[quarterback]	0.778	[quarterback]	[consonant]	0.903	0.000	31.000	36.000	1.000	31.000	0.000
i125_2_a__NA_plan	i125_2_a__NA_plan	(#\d{1,3}) 2 11253	eeg_3	eeg_3_a	125	31250	11253	7	a	NA	plan	The group had been brainstorming all day. They still hadn't come up with a plan for their project.	i125_2_a_	norm_4	The group had been brainstorming all day. They still hadn't come up with a	0.258	0.000	0.032	0.000	0.032	0.226	0.226	0.226	0.226	0.125	0.122	[idea]	0.192	[plan]	[consonant]	0.226	1.000	31.000	52.000	0.125	0.122	[idea]	0.192	[plan]	[consonant]	0.226	1.000	31.000	52.000	1.000	6.000	25.000
i125_2_an_NA_idea	i125_2_an_NA_idea	(#\d{1,3}) 2 11254	eeg_3	eeg_3_b	125	31250	11254	7	an	NA	idea	The group had been brainstorming all day. They still hadn't come up with an idea for their project.	i125_2_an	norm_4	The group had been brainstorming all day. They still hadn't come up with an	0.452	0.000	0.516	0.000	0.774	0.767	0.800	0.767	0.800	0.310	0.511	[idea]	0.558	[idea]	[vowel]	0.767	1.000	30.000	43.000	0.310	0.511	[idea]	0.558	[idea]	[vowel]	0.767	1.000	30.000	43.000	1.000	6.000	25.000
i126_2_an_NA_option	i126_2_an_NA_option	(#\d{1,3}) 2 11264	eeg_3	eeg_3_a	126	31260	11264	10	an	NA	option	The guys didn't know what to call their band. Trent suggested that everyone try to come up with an option and they would vote.	i126_2_an	norm_4	The guys didn't know what to call their band. Trent suggested that everyone try to come up with an	0.032	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.065	0.142	0.108	[name]	0.259	[idea]	[vowel]	0.258	1.000	31.000	54.000	0.142	0.108	[name]	0.241	[idea]	[vowel]	0.258	1.000	31.000	54.000	1.000	28.000	3.000
i126_2_a__NA_name	i126_2_a__NA_name	(#\d{1,3}) 2 11263	eeg_3	eeg_3_b	126	31260	11263	10	a	NA	name	The guys didn't know what to call their band. Trent suggested that everyone try to come up with a name and they would vote.	i126_2_a_	norm_4	The guys didn't know what to call their band. Trent suggested that everyone try to come up with a	0.903	0.000	0.710	0.065	0.774	0.645	0.742	0.645	0.774	0.293	0.393	[name]	0.615	[name]	[consonant]	0.645	0.000	31.000	39.000	0.292	0.393	[name]	0.590	[name]	[consonant]	0.645	0.000	31.000	39.000	1.000	28.000	3.000
i127_2_a__NA_storm	i127_2_a__NA_storm	(#\d{1,3}) 2 11273	eeg_3	eeg_3_a	127	31270	11273	9	a	NA	storm	When the skiers heard the rumbling and saw the snow slide they raced down the mountain. None of them had ever been caught in a storm before today.	i127_2_a_	norm_4	When the skiers heard the rumbling and saw the snow slide they raced down the mountain. None of them had ever been caught in a	0.000	0.000	0.000	0.000	0.000	0.031	0.094	0.031	0.094	0.196	0.046	[avalanche]	0.367	[large]	[consonant]	0.125	0.000	32.000	60.000	0.196	0.046	[avalanche]	0.367	[large]	[consonant]	0.125	0.000	32.000	60.000	1.000	0.000	31.000
i127_2_an_NA_avalanche	i127_2_an_NA_avalanche	(#\d{1,3}) 2 11274	eeg_3	eeg_3_b	127	31270	11274	9	an	NA	avalanche	When the skiers heard the rumbling and saw the snow slide they raced down the mountain. None of them had ever been caught in an avalanche before today.	i127_2_an	norm_4	When the skiers heard the rumbling and saw the snow slide they raced down the mountain. None of them had ever been caught in an	1.000	0.000	1.000	0.000	1.000	0.967	0.967	0.967	0.967	0.742	0.789	[avalanche]	0.935	[avalanche]	[vowel]	0.967	1.000	30.000	31.000	0.742	0.789	[avalanche]	0.935	[avalanche]	[vowel]	0.967	1.000	30.000	31.000	1.000	0.000	31.000
i128_2_an_NA_item	i128_2_an_NA_item	(#\d{1,3}) 2 11284	eeg_3	eeg_3_a	128	31280	11284	10	an	NA	item	"The preschooler combined the letters of the alphabet to form ""CAT"". It was the first time she had ever spelled an item that made sense."	i128_2_an	norm_4	"The preschooler combined the letters of the alphabet to form ""CAT"". It was the first time she had ever spelled an"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.260	0.220	[word]	0.364	[animal]	[vowel]	0.406	0.000	32.000	55.000	0.260	0.220	[word]	0.364	[animal]	[vowel]	0.406	0.000	32.000	55.000	1.000	31.000	0.000
i128_2_a__NA_word	i128_2_a__NA_word	(#\d{1,3}) 2 11283	eeg_3	eeg_3_b	128	31280	11283	10	a	NA	word	"The preschooler combined the letters of the alphabet to form ""CAT"". It was the first time she had ever spelled a word that made sense."	i128_2_a_	norm_4	"The preschooler combined the letters of the alphabet to form ""CAT"". It was the first time she had ever spelled a"	0.968	0.032	1.000	0.032	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[word]	1.000	[word]	[consonant]	1.000	0.000	31.000	31.000	1.000	1.000	[word]	1.000	[word]	[consonant]	1.000	0.000	31.000	31.000	1.000	31.000	0.000
i129_2_a__NA_beach	i129_2_a__NA_beach	(#\d{1,3}) 2 11293	eeg_3	eeg_3_a	129	31290	11293	11	a	NA	beach	Karen was originally from the mainland and didn't like the idea of being surrounded by water. She never got used to the feeling of living on a beach so far from home.	i129_2_a_	norm_4	Karen was originally from the mainland and didn't like the idea of being surrounded by water. She never got used to the feeling of living on a	0.065	0.000	0.032	0.000	0.032	0.097	0.097	0.097	0.097	0.140	0.077	[island]	0.308	[small]	[consonant]	0.194	1.000	31.000	52.000	0.140	0.077	[island]	0.308	[small]	[consonant]	0.194	1.000	31.000	52.000	1.000	3.000	28.000
i129_2_an_NA_island	i129_2_an_NA_island	(#\d{1,3}) 2 11294	eeg_3	eeg_3_b	129	31290	11294	11	an	NA	island	Karen was originally from the mainland and didn't like the idea of being surrounded by water. She never got used to the feeling of living on an island so far from home.	i129_2_an	norm_4	Karen was originally from the mainland and didn't like the idea of being surrounded by water. She never got used to the feeling of living on an	0.871	0.000	0.903	0.000	0.903	0.968	0.968	0.968	0.968	0.748	0.794	[island]	0.938	[island]	[vowel]	0.968	0.000	31.000	32.000	0.748	0.794	[island]	0.938	[island]	[vowel]	0.968	0.000	31.000	32.000	1.000	3.000	28.000
i130_2_an_NA_azalea	i130_2_an_NA_azalea	(#\d{1,3}) 2 11304	eeg_3	eeg_3_a	130	31300	11304	12	an	NA	azalea	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted an azalea over the weekend.	i130_2_an	norm_4	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted an	0.000	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.058	0.044	[of]	0.139	[assortment]	[vowel]	0.129	1.000	31.000	72.000	0.058	0.044	[of]	0.139	[assortment]	[vowel]	0.129	1.000	31.000	72.000	1.000	31.000	0.000
i130_2_a__NA_garden	i130_2_a__NA_garden	(#\d{1,3}) 2 11303	eeg_3	eeg_3_b	130	31300	11303	12	a	NA	garden	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted a garden over the weekend.	i130_2_a_	norm_4	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted a	0.548	0.000	0.581	0.000	0.581	0.667	0.700	0.667	0.700	0.259	0.403	[garden]	0.488	[garden]	[consonant]	0.667	1.000	30.000	43.000	0.259	0.403	[garden]	0.488	[garden]	[consonant]	0.667	1.000	30.000	43.000	1.000	31.000	0.000
i131_2_a__NA_rock	i131_2_a__NA_rock	(#\d{1,3}) 2 11313	eeg_3	eeg_3_a	131	31310	11313	10	a	NA	rock	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit a rock in the night.	i131_2_a_	norm_4	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit a	0.032	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.159	0.046	[iceberg]	0.339	[large]	[consonant]	0.129	1.000	31.000	62.000	0.159	0.046	[iceberg]	0.339	[large]	[consonant]	0.129	1.000	31.000	62.000	1.000	1.000	30.000
i131_2_an_NA_iceberg	i131_2_an_NA_iceberg	(#\d{1,3}) 2 11314	eeg_3	eeg_3_b	131	31310	11314	10	an	NA	iceberg	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit an iceberg in the night.	i131_2_an	norm_4	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit an	0.903	0.000	0.935	0.000	0.935	0.968	0.968	0.968	0.968	0.748	0.794	[iceberg]	0.938	[iceberg]	[vowel]	0.968	0.000	31.000	32.000	0.748	0.794	[iceberg]	0.938	[iceberg]	[vowel]	0.968	0.000	31.000	32.000	1.000	1.000	30.000
i132_2_an_NA_ottoman	i132_2_an_NA_ottoman	(#\d{1,3}) 2 11324	eeg_3	eeg_3_a	132	31320	11324	11	an	NA	ottoman	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend she would go shopping to buy an ottoman for the house.	i132_2_an	norm_4	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend would she go shopping to buy an	0.000	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.077	0.047	[table]	0.213	[inexpensive]	[vowel]	0.167	2.000	30.000	75.000	0.077	0.047	[table]	0.213	[inexpensive]	[vowel]	0.167	2.000	30.000	75.000	1.000	31.000	0.000
i132_2_a__NA_table	i132_2_a__NA_table	(#\d{1,3}) 2 11323	eeg_3	eeg_3_b	132	31320	11323	11	a	NA	table	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend she would go shopping to buy a table for the house.	i132_2_a_	norm_4	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend would she go shopping to buy a	0.516	0.000	0.516	0.000	0.516	0.633	0.733	0.633	0.733	0.215	0.347	[table]	0.478	[table]	[consonant]	0.633	1.000	30.000	46.000	0.215	0.347	[table]	0.478	[table]	[consonant]	0.633	1.000	30.000	46.000	1.000	31.000	0.000
i133_2_a__NA_coyote	i133_2_a__NA_coyote	(#\d{1,3}) 2 11333	eeg_3	eeg_3_a	133	31330	11333	6	a	NA	coyote	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see a coyote staring down at her.	i133_2_a_	norm_4	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see a	0.032	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.199	0.062	[owl]	0.431	[large]	[consonant]	0.161	1.000	31.000	58.000	0.199	0.062	[owl]	0.397	[large]	[consonant]	0.161	1.000	31.000	58.000	1.000	1.000	30.000
i133_2_an_NA_owl	i133_2_an_NA_owl	(#\d{1,3}) 2 11334	eeg_3	eeg_3_b	133	31330	11334	6	an	NA	owl	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see an owl staring down at her.	i133_2_an	norm_4	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see an	0.968	0.000	1.000	0.000	1.000	0.871	0.903	0.871	0.903	0.532	0.626	[owl]	0.800	[owl]	[vowel]	0.871	0.000	31.000	35.000	0.532	0.626	[owl]	0.800	[owl]	[vowel]	0.871	0.000	31.000	35.000	1.000	1.000	30.000
i134_2_an_NA_otter	i134_2_an_NA_otter	(#\d{1,3}) 2 11344	eeg_3	eeg_3_a	134	31340	11344	8	an	NA	otter	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like an otter than a dog.	i134_2_an	norm_4	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.044	[cat]	0.274	[adult]	[vowel]	0.129	1.000	31.000	62.000	0.109	0.037	[cat]	0.274	[adult]	[vowel]	0.129	1.000	31.000	62.000	1.000	31.000	0.000
i134_2_a__NA_hamster	i134_2_a__NA_hamster	(#\d{1,3}) 2 11343	eeg_3	eeg_3_b	134	31340	11343	8	a	NA	hamster	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like a hamster than a dog.	i134_2_a_	norm_4	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like a	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.569	[cat]	0.758	[cat]	[consonant]	0.806	0.000	31.000	33.000	0.518	0.569	[cat]	0.758	[cat]	[consonant]	0.806	0.000	31.000	33.000	1.000	31.000	0.000
i135_2_a__NA_lizard	i135_2_a__NA_lizard	(#\d{1,3}) 2 11353	eeg_3	eeg_3_a	135	31350	11353	14	a	NA	lizard	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and a lizard at a glance.	i135_2_a_	norm_4	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and a	0.000	0.000	0.000	0.000	0.000	0.062	0.094	0.062	0.094	0.111	0.052	[alligator]	0.324	[large]	[consonant]	0.156	0.000	32.000	71.000	0.111	0.052	[alligator]	0.324	[large]	[consonant]	0.156	0.000	32.000	71.000	1.000	0.000	31.000
i135_2_an_NA_alligator	i135_2_an_NA_alligator	(#\d{1,3}) 2 11354	eeg_3	eeg_3_b	135	31350	11354	14	an	NA	alligator	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and an alligator at a glance.	i135_2_an	norm_4	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and an	1.000	0.000	1.000	0.000	1.000	0.968	0.968	0.968	0.968	0.748	0.794	[alligator]	0.938	[alligator]	[vowel]	0.968	0.000	31.000	32.000	0.748	0.794	[alligator]	0.938	[alligator]	[vowel]	0.968	0.000	31.000	32.000	1.000	0.000	31.000
i136_2_an_NA_obelisk	i136_2_an_NA_obelisk	(#\d{1,3}) 2 11364	eeg_3	eeg_3_a	136	31360	11364	10	an	NA	obelisk	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in an obelisk made of clay.	i136_2_an	norm_4	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.061	[vase]	0.460	[antique]	[vowel]	0.156	0.000	32.000	63.000	0.238	0.061	[vase]	0.460	[antique]	[vowel]	0.156	0.000	32.000	63.000	1.000	31.000	0.000
i136_2_a__NA_vase	i136_2_a__NA_vase	(#\d{1,3}) 2 11363	eeg_3	eeg_3_b	136	31360	11363	10	a	NA	vase	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in a vase made of clay.	i136_2_a_	norm_4	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in a	0.935	0.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[vase]	1.000	[vase]	[consonant]	1.000	0.000	31.000	31.000	1.000	1.000	[vase]	1.000	[vase]	[consonant]	1.000	0.000	31.000	31.000	1.000	31.000	0.000
i137_2_a__NA_sea	i137_2_a__NA_sea	(#\d{1,3}) 2 11373	eeg_3	eeg_3_a	137	31370	11373	11	a	NA	sea	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was a sea in front of him.	i137_2_a_	norm_4	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.099	0.136	[ocean]	0.248	[large]	[consonant]	0.312	0.000	32.000	105.000	0.090	0.100	[ocean]	0.248	[large]	[consonant]	0.250	0.000	32.000	105.000	1.000	1.000	30.000
i137_2_an_NA_ocean	i137_2_an_NA_ocean	(#\d{1,3}) 2 11374	eeg_3	eeg_3_b	137	31370	11374	11	an	NA	ocean	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was an ocean in front of him.	i137_2_an	norm_4	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was an	0.742	0.000	0.968	0.000	0.968	0.935	0.935	0.935	0.935	0.581	0.742	[ocean]	0.806	[ocean]	[vowel]	0.935	0.000	31.000	36.000	0.581	0.742	[ocean]	0.806	[ocean]	[vowel]	0.935	0.000	31.000	36.000	1.000	1.000	30.000
i138_2_an_NA_antelope	i138_2_an_NA_antelope	(#\d{1,3}) 2 11384	eeg_3	eeg_3_a	138	31380	11384	13	an	NA	antelope	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be an antelope so they continued walking.	i138_2_an	norm_4	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be an	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.197	[illusion]	0.210	[illusion]	[vowel]	0.406	0.000	32.000	62.000	0.098	0.197	[illusion]	0.210	[illusion]	[vowel]	0.406	0.000	32.000	62.000	1.000	29.000	2.000
i138_2_a__NA_mirage	i138_2_a__NA_mirage	(#\d{1,3}) 2 11383	eeg_3	eeg_3_b	138	31380	11383	13	a	NA	mirage	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be a mirage so they continued walking.	i138_2_a_	norm_4	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be a	0.484	0.000	0.484	0.000	0.484	0.290	0.290	0.290	0.290	0.099	0.140	[mirage]	0.173	[mirage]	[consonant]	0.290	0.000	31.000	52.000	0.099	0.140	[mirage]	0.173	[mirage]	[consonant]	0.290	0.000	31.000	52.000	1.000	29.000	2.000
i139_2_a__NA_crane	i139_2_a__NA_crane	(#\d{1,3}) 2 11393	eeg_3	eeg_3_a	139	31390	11393	8	a	NA	crane	A crowd gathered around the long-legged creature burying its head in the sand. Most of the them had never seen a crane except on television.	i139_2_a_	norm_4	A crowd gathered around the long-legged creature burying its head in the sand. Most of the them had never seen a	0.100	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.101	0.035	[ostrich]	0.231	[baby, crab, real]	[consonant, consonant, consonant]	0.094	0.000	32.000	65.000	0.101	0.035	[ostrich]	0.231	[baby, crab, real]	[consonant, consonant, consonant]	0.094	0.000	32.000	65.000	2.000	6.000	24.000
i139_2_an_NA_ostrich	i139_2_an_NA_ostrich	(#\d{1,3}) 2 11394	eeg_3	eeg_3_b	139	31390	11394	8	an	NA	ostrich	A crowd gathered around the long-legged creature burying its head in the sand. Most of the them had never seen an ostrich except on television.	i139_2_an	norm_4	A crowd gathered around the long-legged creature burying its head in the sand. Most of the them had never seen an	0.767	0.000	0.733	0.000	0.733	0.700	0.733	0.700	0.733	0.313	0.448	[ostrich]	0.564	[ostrich]	[vowel]	0.700	1.000	30.000	39.000	0.313	0.448	[ostrich]	0.564	[ostrich]	[vowel]	0.700	1.000	30.000	39.000	2.000	6.000	24.000
i140_2_an_NA_atrium	i140_2_an_NA_atrium	(#\d{1,3}) 2 11404	eeg_3	eeg_3_a	140	31400	11404	8	an	NA	atrium	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with an atrium or a terrarium.	i140_2_an	norm_4	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with an	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.075	[plant]	0.154	[artificial]	[vowel]	0.226	1.000	31.000	65.000	0.069	0.073	[plant]	0.154	[artificial]	[vowel]	0.226	1.000	31.000	65.000	1.000	31.000	0.000
i140_2_a__NA_cactus	i140_2_a__NA_cactus	(#\d{1,3}) 2 11403	eeg_3	eeg_3_b	140	31400	11403	8	a	NA	cactus	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with a cactus or a terrarium.	i140_2_a_	norm_4	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with a	0.806	0.032	0.613	0.032	0.613	0.548	0.548	0.548	0.548	0.236	0.314	[cactus]	0.378	[cactus]	[consonant]	0.548	0.000	31.000	45.000	0.236	0.314	[cactus]	0.378	[cactus]	[consonant]	0.548	0.000	31.000	45.000	1.000	31.000	0.000
i141_2_a__NA_prank	i141_2_a__NA_prank	(#\d{1,3}) 2 11413	eeg_3	eeg_3_a	141	31410	11413	11	a	NA	prank	The waitress was frantically trying to scribble everything down. She was inexperienced and did not know how to take a prank from her customers.	i141_2_a_	norm_4	The waitress was frantically trying to scribble everything down. She was inexperienced and did not know how to take a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.140	0.048	[order]	0.352	[large, long]	[consonant, consonant]	0.129	1.000	31.000	71.000	0.138	0.048	[order]	0.338	[large, long]	[consonant, consonant]	0.129	1.000	31.000	71.000	1.000	5.000	26.000
i141_2_an_NA_order	i141_2_an_NA_order	(#\d{1,3}) 2 11414	eeg_3	eeg_3_b	141	31410	11414	11	an	NA	order	The waitress was frantically trying to scribble everything down. She was inexperienced and did not know how to take an order from her customers.	i141_2_an	norm_4	The waitress was frantically trying to scribble everything down. She was inexperienced and did not know how to take an	0.387	0.000	0.419	0.419	0.839	0.968	0.968	0.968	0.968	0.708	0.794	[order]	0.909	[order]	[vowel]	0.968	0.000	31.000	33.000	0.708	0.794	[order]	0.909	[order]	[vowel]	0.968	0.000	31.000	33.000	1.000	5.000	26.000
i142_2_an_NA_accolade	i142_2_an_NA_accolade	(#\d{1,3}) 2 11424	eeg_3	eeg_3_a	142	31420	11424	9	an	NA	accolade	Marcy was shy and did not deal well with praise. She had never really learned how to accept an accolade from her superiors.	i142_2_an	norm_4	Marcy was shy and did not deal well with praise. She had never really learned how to accept an	0.000	0.000	0.000	0.000	0.000	0.100	0.100	0.100	0.100	0.125	0.026	[compliment]	0.346	[accolade, honest]	[vowel, consonant]	0.100	2.000	30.000	52.000	0.125	0.026	[compliment]	0.346	[accolade, honest]	[vowel, consonant]	0.100	2.000	30.000	52.000	1.000	31.000	0.000
