Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i095_2_a__NA_joke	i095_2_a__NA_joke	(#\d{1,3}) 2 10954	eeg_2	eeg_2_a	95	30950	10954	12	a	NA	joke	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have a joke that evening.	i095_2_a_	norm_4	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have a	0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.204	0.130	[alibi]	0.385	[good]	[consonant]	0.258	1.000	31.000	65.000	0.204	0.130	[alibi]	0.385	[good]	[consonant]	0.258	1.000	31.000	65.000	1.000	5.000	26.000
i095_2_an_NA_excuse	i095_2_an_NA_excuse	(#\d{1,3}) 2 10955	eeg_2	eeg_2_b	95	30950	10955	12	an	NA	excuse	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have an excuse that evening.	i095_2_an	norm_4	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have an	0.806	0.000	0.000	0.000	0.000	0.161	0.161	0.161	0.161	0.484	0.485	[alibi]	0.750	[alibi]	[vowel]	0.774	0.000	31.000	32.000	0.484	0.485	[alibi]	0.750	[alibi]	[vowel]	0.774	0.000	31.000	32.000	1.000	5.000	26.000
i095_2_a__believable_alibi	i095_2_a__believable_alibi	(#\d{1,3}) 1 \d{1,3} 2 10958	eeg_2	eeg_2_c	95	30950	10958	13	a	believable	alibi	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have a believable alibi that evening.	i095_2_a_	norm_4	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have a	0.129	0.000	0.806	0.000	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i095_2_an_NA_alibi	i095_2_an_NA_alibi	(#\d{1,3}) 2 10951	eeg_2	eeg_2_d	95	30950	10951	12	an	NA	alibi	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have an alibi that evening.	i095_2_an	norm_4	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have an	0.806	0.000	0.806	0.000	0.806	0.774	0.774	0.774	0.774	0.484	0.485	[alibi]	0.750	[alibi]	[vowel]	0.774	0.000	31.000	32.000	0.484	0.485	[alibi]	0.750	[alibi]	[vowel]	0.774	0.000	31.000	32.000	1.000	5.000	26.000
i096_2_an_NA_alibi	i096_2_an_NA_alibi	(#\d{1,3}) 2 10963	eeg_2	eeg_2_a	96	30960	10963	12	an	NA	alibi	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell an alibi to his peers.	i096_2_an	norm_4	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.163	0.051	[joke]	0.408	[amusing, appropriate]	[vowel, vowel]	0.125	0.000	32.000	71.000	0.163	0.051	[joke]	0.408	[amusing, appropriate]	[vowel, vowel]	0.125	0.000	32.000	71.000	1.000	31.000	0.000
i096_2_a__NA_story	i096_2_a__NA_story	(#\d{1,3}) 2 10966	eeg_2	eeg_2_b	96	30960	10966	12	a	NA	story	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell a story to his peers.	i096_2_a_	norm_4	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell a	0.839	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.748	0.794	[joke]	0.969	[joke]	[consonant]	0.968	0.000	31.000	32.000	0.748	0.794	[joke]	0.969	[joke]	[consonant]	0.968	0.000	31.000	32.000	1.000	31.000	0.000
i096_2_an_amusing_joke	i096_2_an_amusing_joke	(#\d{1,3}) 1 \d{1,3} 2 10967	eeg_2	eeg_2_c	96	30960	10967	13	an	amusing	joke	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell an amusing joke to his peers.	i096_2_an	norm_4	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell an	0.000	0.000	0.871	0.129	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i096_2_a__NA_joke	i096_2_a__NA_joke	(#\d{1,3}) 2 10962	eeg_2	eeg_2_d	96	30960	10962	12	a	NA	joke	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell a joke to his peers.	i096_2_a_	norm_4	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell a	0.839	0.000	0.871	0.129	1.000	0.968	1.000	0.968	1.000	0.748	0.794	[joke]	0.969	[joke]	[consonant]	0.968	0.000	31.000	32.000	0.748	0.794	[joke]	0.969	[joke]	[consonant]	0.968	0.000	31.000	32.000	1.000	31.000	0.000
i097_2_an_NA_onion	i097_2_an_NA_onion	(#\d{1,3}) 2 10971	eeg_2	eeg_2_a	97	30970	10971	9	an	NA	onion	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced an onion with his knife.	i097_2_an	norm_4	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced an	0.710	0.032	0.774	0.129	0.871	0.968	0.968	0.968	0.968	0.794	0.794	[onion]	0.968	[onion]	[vowel]	0.968	0.000	31.000	31.000	0.794	0.794	[onion]	0.968	[onion]	[vowel]	0.968	0.000	31.000	31.000	1.000	4.000	27.000
i097_2_a__NA_finger	i097_2_a__NA_finger	(#\d{1,3}) 2 10974	eeg_2	eeg_2_b	97	30970	10974	9	a	NA	finger	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced a finger with his knife.	i097_2_a_	norm_4	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced a	0.000	0.000	0.097	0.000	0.097	0.065	0.065	0.065	0.065	0.201	0.058	[onion]	0.460	[red]	[consonant]	0.161	1.000	31.000	63.000	0.190	0.058	[onion]	0.429	[red]	[consonant]	0.161	1.000	31.000	63.000	1.000	4.000	27.000
i097_2_an_NA_encyclopedia	i097_2_an_NA_encyclopedia	(#\d{1,3}) 2 10975	eeg_2	eeg_2_c	97	30970	10975	9	an	NA	encyclopedia	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced an encyclopedia with his knife.	i097_2_an	norm_4	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced an	0.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.794	0.794	[onion]	0.968	[onion]	[vowel]	0.968	0.000	31.000	31.000	0.794	0.794	[onion]	0.968	[onion]	[vowel]	0.968	0.000	31.000	31.000	1.000	4.000	27.000
i097_2_a__white_onion	i097_2_a__white_onion	(#\d{1,3}) 1 \d{1,3} 2 10978	eeg_2	eeg_2_d	97	30970	10978	10	a	white	onion	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced a white onion with his knife.	i097_2_a_	norm_4	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced a	0.000	0.032	0.774	0.129	0.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i098_2_a__NA_finger	i098_2_a__NA_finger	(#\d{1,3}) 2 10982	eeg_2	eeg_2_a	98	30980	10982	11	a	NA	finger	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted a finger at all.	i098_2_a_	norm_4	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted a	0.968	0.000	0.806	0.000	0.806	0.871	0.871	0.871	0.871	0.626	0.626	[finger]	0.871	[finger]	[consonant]	0.871	0.000	31.000	31.000	0.626	0.626	[finger]	0.871	[finger]	[consonant]	0.871	0.000	31.000	31.000	1.000	30.000	1.000
i098_2_an_NA_onion	i098_2_an_NA_onion	(#\d{1,3}) 2 10983	eeg_2	eeg_2_b	98	30980	10983	11	an	NA	onion	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted an onion at all.	i098_2_an	norm_4	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted an	0.000	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.089	0.133	[finger]	0.167	[arm, ounce]	[vowel, vowel]	0.226	1.000	31.000	48.000	0.089	0.133	[finger]	0.167	[arm, ounce]	[vowel, vowel]	0.226	1.000	31.000	48.000	1.000	30.000	1.000
i098_2_a__NA_fork	i098_2_a__NA_fork	(#\d{1,3}) 2 10986	eeg_2	eeg_2_c	98	30980	10986	11	a	NA	fork	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted a fork at all.	i098_2_a_	norm_4	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted a	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.626	0.626	[finger]	0.871	[finger]	[consonant]	0.871	0.000	31.000	31.000	0.626	0.626	[finger]	0.871	[finger]	[consonant]	0.871	0.000	31.000	31.000	1.000	30.000	1.000
i098_2_an_index_finger	i098_2_an_index_finger	(#\d{1,3}) 1 \d{1,3} 2 10987	eeg_2	eeg_2_d	98	30980	10987	12	an	index	finger	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted an index finger at all.	i098_2_an	norm_4	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted an	0.000	0.000	0.806	0.000	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i099_2_an_NA_encyclopedia	i099_2_an_NA_encyclopedia	(#\d{1,3}) 2 10991	eeg_2	eeg_2_a	99	30990	10991	10	an	NA	encyclopedia	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used an encyclopedia as a reference.	i099_2_an	norm_4	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used an	0.903	0.000	0.806	0.000	0.806	0.903	0.903	0.903	0.903	0.634	0.655	[encyclopedia]	0.875	[encyclopedia]	[vowel]	0.903	0.000	31.000	32.000	0.634	0.655	[encyclopedia]	0.875	[encyclopedia]	[vowel]	0.903	0.000	31.000	32.000	1.000	1.000	30.000
i099_2_a__NA_fork	i099_2_a__NA_fork	(#\d{1,3}) 2 10994	eeg_2	eeg_2_b	99	30990	10994	10	a	NA	fork	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used a fork as a reference.	i099_2_a_	norm_4	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used a	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.038	[encyclopedia]	0.288	[computer]	[consonant]	0.125	0.000	32.000	66.000	0.079	0.033	[encyclopedia]	0.288	[computer]	[consonant]	0.125	0.000	32.000	66.000	1.000	1.000	30.000
i099_2_an_NA_onion	i099_2_an_NA_onion	(#\d{1,3}) 2 10995	eeg_2	eeg_2_c	99	30990	10995	10	an	NA	onion	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used an onion as a reference.	i099_2_an	norm_4	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used an	0.903	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.634	0.655	[encyclopedia]	0.875	[encyclopedia]	[vowel]	0.903	0.000	31.000	32.000	0.634	0.655	[encyclopedia]	0.875	[encyclopedia]	[vowel]	0.903	0.000	31.000	32.000	1.000	1.000	30.000
i099_2_a__comprehensive_encyclopedia	i099_2_a__comprehensive_encyclopedia	(#\d{1,3}) 1 \d{1,3} 2 10998	eeg_2	eeg_2_d	99	30990	10998	11	a	comprehensive	encyclopedia	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used a comprehensive encyclopedia as a reference.	i099_2_a_	norm_4	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used a	0.032	0.000	0.806	0.000	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i100_2_a__NA_fork	i100_2_a__NA_fork	(#\d{1,3}) 2 11002	eeg_2	eeg_2_a	100	31000	11002	7	a	NA	fork	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use a fork for the cake.	i100_2_a_	norm_4	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use a	1.000	0.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	0.799	1.000	[fork]	0.969	[fork]	[consonant]	1.000	0.000	31.000	32.000	0.799	1.000	[fork]	0.969	[fork]	[consonant]	1.000	0.000	31.000	32.000	1.000	31.000	0.000
i100_2_an_NA_encyclopedia	i100_2_an_NA_encyclopedia	(#\d{1,3}) 2 11003	eeg_2	eeg_2_b	100	31000	11003	7	an	NA	encyclopedia	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use an encyclopedia for the cake.	i100_2_an	norm_4	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.023	[fork]	0.192	[fork]	[consonant]	0.097	1.000	31.000	78.000	0.062	0.023	[fork]	0.192	[fork]	[consonant]	0.097	1.000	31.000	78.000	1.000	31.000	0.000
i100_2_a__NA_finger	i100_2_a__NA_finger	(#\d{1,3}) 2 11006	eeg_2	eeg_2_c	100	31000	11006	7	a	NA	finger	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use a finger for the cake.	i100_2_a_	norm_4	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use a	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.799	1.000	[fork]	0.969	[fork]	[consonant]	1.000	0.000	31.000	32.000	0.799	1.000	[fork]	0.969	[fork]	[consonant]	1.000	0.000	31.000	32.000	1.000	31.000	0.000
i100_2_an_untarnished_fork	i100_2_an_untarnished_fork	(#\d{1,3}) 1 \d{1,3} 2 11007	eeg_2	eeg_2_d	100	31000	11007	8	an	untarnished	fork	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use an untarnished fork for the cake.	i100_2_an	norm_4	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use an	0.000	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i101_2_a__published_author	i101_2_a__published_author	(#\d{1,3}) 1 \d{1,3} 2 11018	eeg_2	eeg_2_a	101	31010	11018	10	a	published	author	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself a published author to her contemporaries.	i101_2_a_	norm_4	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself a	0.290	0.000	0.710	0.000	0.710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i101_2_an_NA_author	i101_2_an_NA_author	(#\d{1,3}) 2 11011	eeg_2	eeg_2_b	101	31010	11011	9	an	NA	author	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself an author to her contemporaries.	i101_2_an	norm_4	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself an	0.710	0.000	0.710	0.000	0.710	0.871	0.871	0.871	0.871	0.494	0.626	[author]	0.771	[author]	[vowel]	0.871	0.000	31.000	35.000	0.494	0.626	[author]	0.771	[author]	[vowel]	0.871	0.000	31.000	35.000	1.000	9.000	22.000
i101_2_a__NA_success	i101_2_a__NA_success	(#\d{1,3}) 2 11014	eeg_2	eeg_2_c	101	31010	11014	9	a	NA	success	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself a success to her contemporaries.	i101_2_a_	norm_4	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself a	0.290	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.245	0.304	[writer]	0.475	[writer]	[consonant]	0.600	2.000	30.000	40.000	0.245	0.304	[writer]	0.475	[writer]	[consonant]	0.600	2.000	30.000	40.000	1.000	9.000	22.000
i101_2_an_NA_earthquake	i101_2_an_NA_earthquake	(#\d{1,3}) 2 11015	eeg_2	eeg_2_d	101	31010	11015	9	an	NA	earthquake	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself an earthquake to her contemporaries.	i101_2_an	norm_4	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself an	0.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.494	0.626	[author]	0.771	[author]	[vowel]	0.871	0.000	31.000	35.000	0.494	0.626	[author]	0.771	[author]	[vowel]	0.871	0.000	31.000	35.000	1.000	9.000	22.000
i102_2_an_incredible_success	i102_2_an_incredible_success	(#\d{1,3}) 1 \d{1,3} 2 11027	eeg_2	eeg_2_a	102	31020	11027	7	an	incredible	success	Alicia's first client was a failure. However her second client was an incredible success and appreciated her.	i102_2_an	norm_4	Alicia's first client was a failure. However her second client was an	0.000	0.000	0.742	0.000	0.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i102_2_a__NA_success	i102_2_a__NA_success	(#\d{1,3}) 2 11022	eeg_2	eeg_2_b	102	31020	11022	6	a	NA	success	Alicia's first client was a failure. However her second client was a success and appreciated her.	i102_2_a_	norm_4	Alicia's first client was a failure. However her second client was a	0.774	0.000	0.742	0.000	0.742	0.867	0.933	0.867	0.933	0.544	0.641	[success]	0.848	[success]	[consonant]	0.867	1.000	30.000	33.000	0.544	0.641	[success]	0.848	[success]	[consonant]	0.867	1.000	30.000	33.000	1.000	30.000	1.000
i102_2_an_NA_author	i102_2_an_NA_author	(#\d{1,3}) 2 11023	eeg_2	eeg_2_c	102	31020	11023	6	an	NA	author	Alicia's first client was a failure. However her second client was an author and appreciated her.	i102_2_an	norm_4	Alicia's first client was a failure. However her second client was an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.175	0.030	[success]	0.382	[immediate, incredible]	[vowel, vowel]	0.097	1.000	31.000	55.000	0.175	0.030	[success]	0.382	[immediate, incredible]	[vowel, vowel]	0.097	1.000	31.000	55.000	1.000	30.000	1.000
i102_2_a__NA_doctor	i102_2_a__NA_doctor	(#\d{1,3}) 2 11026	eeg_2	eeg_2_d	102	31020	11026	6	a	NA	doctor	Alicia's first client was a failure. However her second client was a doctor and appreciated her.	i102_2_a_	norm_4	Alicia's first client was a failure. However her second client was a	0.774	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.544	0.641	[success]	0.848	[success]	[consonant]	0.867	1.000	30.000	33.000	0.544	0.641	[success]	0.848	[success]	[consonant]	0.867	1.000	30.000	33.000	1.000	30.000	1.000
i103_2_a__sizable_earthquake	i103_2_a__sizable_earthquake	(#\d{1,3}) 1 \d{1,3} 2 11038	eeg_2	eeg_2_a	103	31030	11038	11	a	sizable	earthquake	Erin was nervous about moving into a house that was built over a fault line. Since moving to California she had yet to experience a sizable earthquake that did damage.	i103_2_a_	norm_4	Erin was nervous about moving into a house that was built over a fault line. Since moving to California she had yet to experience a	0.000	0.000	0.968	0.000	0.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i103_2_an_NA_earthquake	i103_2_an_NA_earthquake	(#\d{1,3}) 2 11031	eeg_2	eeg_2_b	103	31030	11031	10	an	NA	earthquake	Erin was nervous about moving into a house that was built over a fault line. Since moving to California she had yet to experience an earthquake that did damage.	i103_2_an	norm_4	Erin was nervous about moving into a house that was built over a fault line. Since moving to California she had yet to experience an	0.968	0.000	0.968	0.000	0.968	1.000	1.000	1.000	1.000	1.000	1.000	[earthquake]	1.000	[earthquake]	[vowel]	1.000	1.000	30.000	30.000	1.000	1.000	[earthquake]	1.000	[earthquake]	[vowel]	1.000	1.000	30.000	30.000	1.000	1.000	30.000
i103_2_a__NA_doctor	i103_2_a__NA_doctor	(#\d{1,3}) 2 11034	eeg_2	eeg_2_c	103	31030	11034	10	a	NA	doctor	Erin was nervous about moving into a house that was built over a fault line. Since moving to California she had yet to experience a doctor that did damage.	i103_2_a_	norm_4	Erin was nervous about moving into a house that was built over a fault line. Since moving to California she had yet to experience a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.227	0.031	[earthquake]	0.475	[serious]	[consonant]	0.125	0.000	32.000	59.000	0.227	0.031	[earthquake]	0.458	[serious]	[consonant]	0.125	0.000	32.000	59.000	1.000	1.000	30.000
i103_2_an_NA_author	i103_2_an_NA_author	(#\d{1,3}) 2 11035	eeg_2	eeg_2_d	103	31030	11035	10	an	NA	author	Erin was nervous about moving into a house that was built over a fault line. Since moving to California she had yet to experience an author that did damage.	i103_2_an	norm_4	Erin was nervous about moving into a house that was built over a fault line. Since moving to California she had yet to experience an	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	[earthquake]	1.000	[earthquake]	[vowel]	1.000	1.000	30.000	30.000	1.000	1.000	[earthquake]	1.000	[earthquake]	[vowel]	1.000	1.000	30.000	30.000	1.000	1.000	30.000
i104_2_an_educated_doctor	i104_2_an_educated_doctor	(#\d{1,3}) 1 \d{1,3} 2 11047	eeg_2	eeg_2_a	104	31040	11047	10	an	educated	doctor	At dinner our friend's date told us that he had practiced medicine in several different countries. Until then nobody had realized that he was an educated doctor before he moved.	i104_2_an	norm_4	At dinner our friend's date told us that he had practiced medicine in several different countries. Until then nobody had realized that he was an	0.000	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i104_2_a__NA_doctor	i104_2_a__NA_doctor	(#\d{1,3}) 2 11042	eeg_2	eeg_2_b	104	31040	11042	9	a	NA	doctor	At dinner our friend's date told us that he had practiced medicine in several different countries. Until then nobody had realized that he was a doctor before he moved.	i104_2_a_	norm_4	At dinner our friend's date told us that he had practiced medicine in several different countries. Until then nobody had realized that he was a	1.000	0.000	1.000	0.000	1.000	0.903	0.903	0.903	0.903	0.694	0.694	[doctor]	0.903	[doctor]	[consonant]	0.903	0.000	31.000	31.000	0.694	0.694	[doctor]	0.903	[doctor]	[consonant]	0.903	0.000	31.000	31.000	1.000	31.000	0.000
i104_2_an_NA_earthquake	i104_2_an_NA_earthquake	(#\d{1,3}) 2 11043	eeg_2	eeg_2_c	104	31040	11043	9	an	NA	earthquake	At dinner our friend's date told us that he had practiced medicine in several different countries. Until then nobody had realized that he was an earthquake before he moved.	i104_2_an	norm_4	At dinner our friend's date told us that he had practiced medicine in several different countries. Until then nobody had realized that he was an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.030	[doctor]	0.200	[international]	[vowel]	0.129	1.000	31.000	60.000	0.109	0.032	[doctor]	0.200	[international]	[vowel]	0.129	1.000	31.000	60.000	1.000	31.000	0.000
i104_2_a__NA_success	i104_2_a__NA_success	(#\d{1,3}) 2 11046	eeg_2	eeg_2_d	104	31040	11046	9	a	NA	success	At dinner our friend's date told us that he had practiced medicine in several different countries. Until then nobody had realized that he was a success before he moved.	i104_2_a_	norm_4	At dinner our friend's date told us that he had practiced medicine in several different countries. Until then nobody had realized that he was a	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.694	0.694	[doctor]	0.903	[doctor]	[consonant]	0.903	0.000	31.000	31.000	0.694	0.694	[doctor]	0.903	[doctor]	[consonant]	0.903	0.000	31.000	31.000	1.000	31.000	0.000
i105_2_an_NA_accountant	i105_2_an_NA_accountant	(#\d{1,3}) 2 11055	eeg_2	eeg_2_a	105	31050	11055	11	an	NA	accountant	Lance had moved to Hollywood and was supporting himself by waiting tables. He hoped to get some auditions and find work as an accountant someday soon.	i105_2_an	norm_4	Lance had moved to Hollywood and was supporting himself by waiting tables. He hoped to get some auditions and find work as an	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.742	0.789	[actor]	0.968	[actor]	[vowel]	0.967	1.000	30.000	31.000	0.742	0.789	[actor]	0.968	[actor]	[vowel]	0.967	1.000	30.000	31.000	1.000	1.000	30.000
i105_2_a__starring_actor	i105_2_a__starring_actor	(#\d{1,3}) 1 \d{1,3} 2 11058	eeg_2	eeg_2_b	105	31050	11058	12	a	starring	actor	Lance had moved to Hollywood and was supporting himself by waiting tables. He hoped to get some auditions and find work as a starring actor someday soon.	i105_2_a_	norm_4	Lance had moved to Hollywood and was supporting himself by waiting tables. He hoped to get some auditions and find work as a	0.000	0.000	0.935	0.000	0.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i105_2_an_NA_actor	i105_2_an_NA_actor	(#\d{1,3}) 2 11051	eeg_2	eeg_2_c	105	31050	11051	11	an	NA	actor	Lance had moved to Hollywood and was supporting himself by waiting tables. He hoped to get some auditions and find work as an actor someday soon.	i105_2_an	norm_4	Lance had moved to Hollywood and was supporting himself by waiting tables. He hoped to get some auditions and find work as an	0.968	0.000	0.935	0.000	0.935	0.967	1.000	0.967	1.000	0.742	0.789	[actor]	0.968	[actor]	[vowel]	0.967	1.000	30.000	31.000	0.742	0.789	[actor]	0.968	[actor]	[vowel]	0.967	1.000	30.000	31.000	1.000	1.000	30.000
i105_2_a__NA_director	i105_2_a__NA_director	(#\d{1,3}) 2 11054	eeg_2	eeg_2_d	105	31050	11054	11	a	NA	director	Lance had moved to Hollywood and was supporting himself by waiting tables. He hoped to get some auditions and find work as a director someday soon.	i105_2_a_	norm_4	Lance had moved to Hollywood and was supporting himself by waiting tables. He hoped to get some auditions and find work as a	0.000	0.000	0.000	0.000	0.000	0.065	0.065	0.065	0.065	0.148	0.025	[actor]	0.353	[television]	[consonant]	0.097	1.000	31.000	51.000	0.148	0.025	[actor]	0.353	[television]	[consonant]	0.097	1.000	31.000	51.000	1.000	1.000	30.000
