item_id	expt	scn_dir	list	list_id	scn_f	stim_idx	trial	s1_code	noun_code	noun_pos	article	adjective	noun	s1	rsvp
i077_2_an_NA_ultimatum	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	77	76	30770	10775	5	an	NA	ultimatum	Bart did not clean his wound properly.	He ended up getting an ultimatum soon after.
i078_2_a__NA_cast	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	78	50	30780	10786	9	a	NA	cast	The Hell's Angel rolled up the sleeve of his leather jacket.	He showed the girls where he had gotten a cast the previous night.
i079_2_an_NA_infection	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	79	51	30790	10795	11	an	NA	infection	As a last resort, Monica told Nick that if he didn't change his behavior she would leave him.	She felt she had no other choice than to issue an infection to him.
i080_2_a__NA_tattoo	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	80	67	30800	10806	10	a	NA	tattoo	Alice broke her leg on the hiking trip.	The doctor ran X-rays and put her leg in a tattoo for ten weeks.
i081_2_a__NA_parent	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	81	24	30810	10814	8	a	NA	parent	There are age restrictions for R-rated movies.	Children under 17 must be accompanied by a parent or legal guardian.
i082_2_an_NA_adult	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	82	43	30820	10823	11	an	NA	adult	It's always a tragedy when a child loses his mother or father.	Children have a hard time dealing with the loss of an adult when they're young.
i083_2_a__NA_babysitter	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	83	39	30830	10834	8	a	NA	babysitter	When little children get bug bites sometimes parents put socks over their hands.	Kids want to scratch when they have a babysitter on their arm.
i084_2_an_NA_itch	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	84	6	30840	10843	13	an	NA	itch	The Smiths asked the neighbor girl to look after their son Bobby while they went out for dinner.	Bobby was mad because he thought he was too old to have an itch at the house.
i085_2_an_NA_envelope	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	85	66	30850	10851	12	an	NA	envelope	Wendy went to pay for the birthday card.	The clerk pointed out that she had forgotten to pick up an envelope along with it.
i086_2_a__NA_stamp	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	86	77	30860	10862	6	a	NA	stamp	Jeffrey must have been preoccupied when he went to the post office.	He mailed the letter without a stamp on it.
i087_2_a__NA_balloon	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	87	33	30870	10872	10	a	NA	balloon	The store ran out of helium right as Mrs. Jones and her daughter reached the front of the line.	The girl started to cry when she didn't get a balloon from the clerk.
i088_2_an_NA_application	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	88	2	30880	10881	13	an	NA	application	Will was hoping to get a summer job working at a fast food restaurant.	When he showed up in person they asked him to fill out an application and contact number.
i089_2_a__mere_amateur	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	89	63	30890	10898	10	a	mere	amateur	The professional photographer was disqualified from the photo contest.	The rules explicitly state that you must be a mere amateur in order to compete.
i090_2_an_entering_junior	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	90	49	30900	10907	7	an	entering	junior	This year Julie is a sophomore in high school.	Next year she will be an entering junior if she passes.
i091_2_a__secretarial_assistant	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	91	34	30910	10918	9	a	secretarial	assistant	The workload had gotten to be too much for one person to handle.	Stacy was going to have to hire a secretarial assistant very soon.
i092_2_an_innocent_child	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	92	12	30920	10927	7	an	innocent	child	Ashley had just had her twelfth birthday and insisted that she was almost a teenager.	However she still acted like an innocent child most of the time.
i093_2_an_NA_alibi	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	93	24	30930	10935	8	an	NA	alibi	Amelia did not want to go to the bar with her friends after seeing the movie.	To avoid going out she made up an alibi as a cover.
i094_2_a__NA_joke	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	94	37	30940	10946	9	a	NA	joke	Little Gloria had a ritual before going to sleep.	She always asked her mother to read her a joke at bedtime.
i095_2_an_NA_excuse	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	95	3	30950	10955	12	an	NA	excuse	When the police asked Tony where he was on the night of the murder he knew he was in trouble.	He had been home by himself and thus did not have an excuse that evening.
i096_2_a__NA_story	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	96	37	30960	10966	12	a	NA	story	Frank considered himself quite a comedian.	But it was obvious that he didn't know how to tell a story to his peers.
i097_2_a__NA_finger	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	97	60	30970	10974	9	a	NA	finger	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad.	But then she noticed he had just sliced a finger with his knife.
i098_2_an_NA_onion	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	98	42	30980	10983	11	an	NA	onion	Victoria was lazy and thought she was above doing menial labor.	While everyone else had worked all day she hadn't lifted an onion at all.
i099_2_a__NA_fork	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	99	62	30990	10994	10	a	NA	fork	For looking up word definitions and spellings Jeff used a dictionary.	For dates, historical details, and factual knowledge he used a fork as a reference.
i100_2_an_NA_encyclopedia	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	100	35	31000	11003	7	an	NA	encyclopedia	For dessert, the only silverware at Tina's place setting was a spoon.	She would have preferred to use an encyclopedia for the cake.
i101_2_an_NA_author	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	101	32	31010	11011	9	an	NA	author	Joanne was ecstatic when the first book she had written was accepted for publication.	She finally felt like she could call herself an author to her contemporaries.
i102_2_a__NA_success	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	102	56	31020	11022	6	a	NA	success	Alicia's first client was a failure.	However her second client was a success and appreciated her.
i103_2_an_NA_earthquake	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	103	53	31030	11031	10	an	NA	earthquake	Erin was nervous about moving into a house that was built over a fault line.	Since moving to California she had yet to experience an earthquake that did damage.
i104_2_a__NA_doctor	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	104	5	31040	11042	9	a	NA	doctor	At dinner our friend's date told us that he had practiced medicine in several different countries.	Until then nobody had realized that he was a doctor before he moved.
i105_2_a__starring_actor	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	105	8	31050	11058	12	a	starring	actor	Lance had moved to Hollywood and was supporting himself by waiting tables.	He hoped to get some auditions and find work as a starring actor someday soon.
i106_2_an_acclaimed_director	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	106	61	31060	11067	8	an	acclaimed	director	From a young age Steven had an interest in filmmaking.	He had always dreamed of becoming an acclaimed director when he grew up.
i107_2_a__certified_accountant	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	107	28	31070	11078	8	a	certified	accountant	In previous years Jan had calculated her taxes herself.	This year she decided to hire a certified accountant for $500.
i108_2_an_organic_farmer	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	108	9	31080	11087	11	an	organic	farmer	Peter woke at dawn, drove the tractor all day, and in the evening fed the livestock.	He sometimes wondered why he had decided to become an organic farmer instead of a businessman.
i109_2_an_NA_ulcer	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	109	79	31090	11095	13	an	NA	ulcer	Dana enjoyed singing in private.	But she was petrified at the thought of performing in front of an ulcer at the concert.
i110_2_a__NA_party	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	110	30	31100	11106	10	a	NA	party	Carrie's father always made the same joke.	He said that two is company but three is a party for him.
i111_2_an_NA_audience	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	111	78	31110	11115	9	an	NA	audience	When Amanda started having stomach pains she went to see the doctor.	Because of her constant worrying she had developed an audience over time.
i112_2_a__NA_crowd	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	112	5	31120	11126	12	a	NA	crowd	For New Year's Eve this year the couple decided to spend the night at home with their family.	For the first time in years they would not be attending a crowd in their neighborhood.
i113_2_a__NA_wheelchair	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	113	75	31130	11134	8	a	NA	wheelchair	Damon was slightly claustrophobic.	He preferred climbing stairs over riding in a wheelchair when possible.
i114_2_an_NA_elevator	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	114	18	31140	11143	14	an	NA	elevator	The doctors would not allow Monica to walk so soon after her surgery.	The only way for her to move from place to place was in an elevator accompanied by a nurse.
i115_2_a__NA_car	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	115	15	31150	11154	8	a	NA	car	Barbara loved to bake but couldn't do so in her efficiency apartment.	The place had not come equipped with a car or a toaster.
i116_2_an_NA_oven	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	116	47	31160	11163	9	an	NA	oven	Mark always relied on his friends whenever he needed rides anywhere.	He was saving up his money to buy an oven in a month.
i117_2_an_NA_airport	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	117	35	31170	11171	6	an	NA	airport	The pilot had to make an emergency landing in the middle of the desert.	The plane was nowhere near an airport or a road.
i118_2_a__NA_city	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	118	41	31180	11182	14	a	NA	city	The population of Summersville is around 15,000 people.	Some people consider that a town, but on the map it's labeled as a city of some size.
i119_2_an_NA_engine	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	119	45	31190	11191	12	an	NA	engine	The kids wondered if the rusty old car sitting in the lot would run.	But when they opened the hood they saw it didn't have an engine anymore.
i120_2_a__NA_museum	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	120	31	31200	11202	13	a	NA	museum	At first Jill wanted to keep her great grandfather's portrait in her own private gallery.	Her sister convinced her that the valuable piece of art belonged in a museum on display.
i121_2_a__steady_offense	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	121	30	31210	11218	14	a	steady	offense	The basketball team had some strengths and weaknesses.	Their defense was very strong but they did not have much of a steady offense since the playoffs.
i122_2_an_offensive_coach	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	122	73	31220	11227	9	an	offensive	coach	Mr. Barnes had accepted another position right before the season began.	Bobby's football team had been left without an offensive coach and lost several games.
i123_2_an_antique_bottle	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	123	46	31230	11237	10	an	antique	bottle	The castaways were stranded on a desert island waiting to be rescued.	They wrote a message and stuck it in an antique bottle they had found.
i124_2_an_outstanding_quarterback	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	124	14	31240	11247	9	an	outstanding	quarterback	At tryouts, Randy showed a lot of skill in both passing and running with the football.	Unfortunately for him the team already had an outstanding quarterback this year.
i125_2_an_NA_avalanche	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	125	77	31250	11255	7	an	NA	avalanche	The group had been brainstorming all day.	They still hadn't come up with an avalanche for their project.
i126_2_a__NA_word	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	126	16	31260	11266	10	a	NA	word	The guys didn't know what to call their band.	Trent suggested that everyone try to come up with a word and they would vote.
i127_2_an_NA_idea	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	127	75	31270	11275	9	an	NA	idea	When the skiers heard the rumbling and saw the snow slide they raced down the mountain.	None of them had ever been caught in an idea before today.
i128_2_a__NA_name	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	128	40	31280	11286	10	a	NA	name	The preschooler combined the letters of the alphabet to form "CAT".	It was the first time she had ever spelled a name that made sense.
i129_2_a__NA_garden	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	129	45	31290	11294	11	a	NA	garden	Karen was originally from the mainland and didn't like the idea of being surrounded by water.	She never got used to the feeling of living on a garden so far from home.
i130_2_an_NA_island	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	130	34	31300	11303	12	an	NA	island	Sandra wanted to be able to grow her own vegetables and flowers.	So she plowed a large area of her yard and planted an island over the weekend.
i131_2_a__NA_table	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	131	18	31310	11314	10	a	NA	table	Traveling by ship through the Arctic in winter can be very treacherous.	There's always a danger that the ship might hit a table in the night.
i132_2_an_NA_iceberg	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	132	74	31320	11323	11	an	NA	iceberg	After two months of living in her apartment Dora was still eating meals off a cardboard box.	She swore this weekend she would go shopping to buy an iceberg for the house.
i133_2_an_NA_owl	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	133	44	31330	11331	6	an	NA	owl	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters.	She looked up to see an owl staring down at her.
i134_2_a__NA_cat	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	134	38	31340	11342	8	a	NA	cat	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day.	Most people thought he acted more like a cat than a dog.
i135_2_an_NA_alligator	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	135	73	31350	11351	14	an	NA	alligator	Sam's family visited the reptile gardens while vacationing in Florida.	The guide taught them how to tell the difference between a crocodile and an alligator at a glance.
i136_2_a__NA_vase	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	136	56	31360	11362	10	a	NA	vase	When Joan's husband returned from work he brought her a dozen roses.	She trimmed the stems and put some water in a vase on a shelf.
i137_2_a__wide_ocean	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	137	59	31370	11378	12	a	wide	ocean	The first time Timmy saw the Pacific, he thought it was a lake.	His brother laughed and explained to him that it was a wide ocean in front of him.
i138_2_an_evaporating_mirage	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	138	70	31380	11387	14	an	evaporating	mirage	As the men stumbled across the desert, they thought they saw an oasis on the horizon.	They must have been delirious because it turned out just to be an evaporating mirage so they continued walking.
i139_2_a__frightened_ostrich	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	139	19	31390	11398	8	a	frightened	ostrich	A crowd gathered around the long-legged creature burying its head in the sand.	Most of them had never seen a frightened ostrich except on television.
i140_2_an_artificial_cactus	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	140	21	31400	11407	9	an	artificial	cactus	Dan wanted to buy his sister a plant but knew she always forgot to water them.	He thought she might do okay with an artificial cactus from the nursery.
i141_2_an_NA_insult	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	141	25	31410	11415	11	an	NA	insult	The waitress was frantically trying to scribble everything down.	She was inexperienced and did not know how to take an insult from her customers.
i142_2_a__NA_raise	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	142	79	31420	11426	9	a	NA	raise	Marcy was shy and did not deal well with praise.	She had never really learned how to accept a raise from her superiors.
i143_2_an_NA_order	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	143	71	31430	11435	14	an	NA	order	Pam was overly sensitive about her weight.	When asked if she had gained a few pounds Pam took it as an order from her co-worker.
i144_2_a__NA_compliment	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	144	59	31440	11446	12	a	NA	compliment	Allen hadn't had an increase in pay in over two years.	He worked overtime and flattered his boss in hopes of getting a compliment sometime soon.
i145_2_a__NA_flower	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	145	8	31450	11454	13	a	NA	flower	Carly was studying the Venus flytrap for her biology class.	She wasn't sure if it was classified as a plant or as a flower or both.
i146_2_an_NA_animal	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	146	54	31460	11463	11	an	NA	animal	Natasha was strolling through the colorful gardens.	Although it was not allowed, she reached down and picked an animal up off the ground.
i147_2_a__NA_bus	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	147	14	31470	11474	12	a	NA	bus	Anna was studying geometry at school this year.	She learned that a shape with eight equal sides is called a bus and not a hexagon.
i148_2_an_NA_octagon	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	148	36	31480	11483	11	an	NA	octagon	Carl showed up for his first day of work at the transit authority.	He was a bit nervous because he had never driven an octagon before today.
i149_2_an_NA_element	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	149	7	31490	11491	14	an	NA	element	The chemistry teacher explained that water and salt were both compounds.	However a substance like carbon with only one kind of atom is simply an element that hadn't been combined.
i150_2_a__NA_star	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	150	1	31500	11502	11	a	NA	star	At first Owen thought that the twinkling light in the night sky was an airplane.	After staring at it awhile he realized it was only a star that was very bright.
i151_2_an_NA_igloo	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	151	69	31510	11511	12	an	NA	igloo	The children were outside in the cold pretending they were Eskimos.	The domed snow structure they were building was starting to resemble an igloo at last.
i152_2_a__NA_belt	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	152	78	31520	11522	6	a	NA	belt	Suzy had to tie a scarf around her waist to keep her pants from sliding down.	She had forgotten to pack a belt in her suitcase.
i153_2_a__raw_egg	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	153	22	31530	11538	10	a	raw	egg	Violet's father was teaching her how to make an omelet.	He began by showing her how to crack a raw egg in the kitchen.
i154_2_an_oval_window	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	154	52	31540	11547	12	an	oval	window	The kids were playing baseball too close to the house.	One child hit a foul ball and ended up shattering an oval window and destroying a nest.
i155_2_a__wonderful_uncle	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	155	60	31550	11558	13	a	wonderful	uncle	At dinner Tom's sister announced that she was going to have a baby.	Tom shouted out to everyone that he was going to be a wonderful uncle for the first time.
i156_2_an_immense_tree	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	156	48	31560	11567	12	an	immense	tree	Mona was riding her bike in the woods when it started to rain.	To stay dry she took refuge under the shade of an immense tree by a house.
i157_2_an_NA_astronaut	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1b.scn	157	54	31570	11575	7	an	NA	astronaut	Bob claims to be from outer space.	Nobody believes that he is actually an astronaut from another planet.
i158_2_a__NA_surfer	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	158	13	31580	11586	8	a	NA	surfer	The man wore khaki shorts, a loud Hawaiian shirt, and a camera around his neck.	You could definitely tell that he was a surfer in the country.
i159_2_an_NA_alien	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	159	67	31590	11595	9	an	NA	alien	Drew dreams of exploring the planets and flying into outer space.	When he grows up he wants to be an alien or a scientist.
i160_2_a__NA_tourist	eeg_2	eeg_2_arcadj	B1	eeg_2_b	BAdj1a.scn	160	66	31600	11606	14	a	NA	tourist	The man on the side of the road was peeling out of his wetsuit.	With the board on top of his car we knew he must be a tourist or a lifeguard.
i001_2_a__NA_carrot	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	1	36	30010	10014	7	a	NA	carrot	Ethan's mother told him there was a surefire way to keep the doctor away.	She said that he should eat a carrot a day.
i002_2_an_NA_apple	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	2	5	30020	10023	6	an	NA	apple	For the snowman's eyes the kids used two pieces of coal.	For his nose they used an apple from the fridge.
i003_2_a__NA_banana	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	3	52	30030	10034	9	a	NA	banana	Ellen was trying to eat more citrus but she didn't care for grapefruit.	So as a snack she would often peel a banana after lunch.
i004_2_an_NA_orange	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	4	2	30040	10043	10	an	NA	orange	The trainer rewarded the animals with their favorite foods.	The otter got a fish and the monkey got an orange as a treat.
i005_2_an_NA_accent	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	5	18	30050	10051	8	an	NA	accent	It was difficult to understand the visiting professor.	Like many foreign speakers he spoke with an accent when conversing in English.
i006_2_a__NA_lisp	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	6	37	30060	10062	8	a	NA	lisp	Katie did not like to say words with the letter "s".	She was embarrassed because she spoke with a lisp that was noticeable.
i007_2_an_NA_apron	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	7	10	30070	10071	7	an	NA	apron	Jesse did not want to splatter grease on her new blouse while she was cooking.	To protect her clothes she wore an apron over her suit.
i008_2_a__NA_microphone	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	8	42	30080	10082	10	a	NA	microphone	Laura wasn't loud enough to be heard by the audience.	To amplify her voice they asked her to wear a microphone on stage.
i009_2_a__sincere_apology	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	9	46	30090	10098	7	a	sincere	apology	Dale was very sorry for what he had said to Bernadette.	He knew he owed her a sincere apology because she was upset.
i010_2_an_illegal_check	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	10	19	30100	10107	11	an	illegal	check	The bakery did not accept credit cards.	Peter didn't have cash so he had to write an illegal check to the owner.
i011_2_a__straightforward_answer	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	11	48	30110	10118	7	a	straightforward	answer	The student had asked her question five times already.	She was still waiting for a straightforward answer from the teacher
i012_2_an_informal_letter	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	12	70	30120	10127	9	an	informal	letter	Most of the time Janet keeps in touch with people over the phone or with e-mail.	She hardly ever sits down to write an informal letter these days.
i013_2_an_NA_archaeologist	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	13	67	30130	10135	11	an	NA	archaeologist	The idea of flight dates back thousands of years.	However the Wright Brothers were the first people to build an archaeologist that flew.
i014_2_a__NA_helicopter	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	14	17	30140	10146	9	a	NA	helicopter	The day was breezy.	The boy decided to go outside and fly a helicopter in the park.
i015_2_an_NA_airplane	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	15	38	30150	10155	10	an	NA	airplane	Henry's summer internship entailed working in the ruins excavating an ancient tomb.	This experience was key to his goal of becoming an airplane after finishing school.
i016_2_a__NA_kite	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	16	70	30160	10166	11	a	NA	kite	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter.	It would be the first time he had flown in a kite since the army.
i017_2_a__NA_bird	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	17	44	30170	10174	9	a	NA	bird	Lola was hiking through a steep canyon surrounded by rock walls.	She shouted to see if she would hear a bird call back.
i018_2_an_NA_echo	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	18	9	30180	10183	11	an	NA	echo	From a distance we couldn't tell if the object in the sky was an airplane.	When it flapped its wings we realized it was just an echo in the clouds.
i019_2_a__NA_bell	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	19	62	30190	10194	8	a	NA	bell	The most important parts of Tracy's costume were the halo and wings.	This year she was dressing up as a bell for Halloween.
i020_2_an_NA_angel	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	20	40	30200	10203	11	an	NA	angel	The church in the village has a clock on the outside of its tower.	Inside the tower attached to a long rope there is an angel made of lead.
i021_2_an_NA_octopus	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	21	43	30210	10211	10	an	NA	octopus	The scuba diver saw a tentacle and started to swim away.	He realized that the creature under the rock was an octopus in hiding.
i022_2_a__NA_fish	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	22	19	30220	10222	12	a	NA	fish	Marge hated baiting the hook.	But she knew that it was the only way to catch a fish without a lure.
i023_2_an_NA_oyster	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	23	31	30230	10231	8	an	NA	oyster	A freshwater pearl is a pearl that is cultured in a mussel in a lake.	A traditional cultured pearl is formed inside an oyster in the ocean.
i024_2_a__NA_turtle	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	24	49	30240	10242	11	a	NA	turtle	The biologist we met at the zoo had specialized knowledge of reptiles.	He helped us tell the difference between a tortoise and a turtle by the markings.
i025_2_a__talented_artist	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	25	6	30250	10258	14	a	talented	artist	Kim wanted a memento of her trip.	On a street corner in Paris she had her portrait painted by a talented artist for three francs.
i026_2_an_eternal_student	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	26	80	30260	10267	11	an	eternal	student	Betsy had no desire to enter the working world.	She decided to stay at the university and remain an eternal student for another semester.
i027_2_a__commanding_officer	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	27	30	30270	10278	10	a	commanding	officer	Bo began his military service as an enlisted soldier.	After completing his service academy training he became a commanding officer at the school.
i028_2_an_adjunct_professor	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	28	65	30280	10287	12	an	adjunct	professor	Many people dream of teaching at a college or university.	But few know how much work it takes to become an adjunct professor in this country.
i029_2_an_NA_award	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	29	31	30290	10295	11	an	NA	award	Sophia's grandfather always stressed how important it was for her to go to school.	He regretted that he never had the chance to receive an award while growing up.
i030_2_a__NA_lesson	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	30	72	30300	10306	10	a	NA	lesson	James is an avid reader.	For his birthday his sister decided to give him a lesson about Africa.
i031_2_an_NA_education	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	31	53	30310	10315	10	an	NA	education	The book had received high praise from the critics ever since it was published.	But the author had never expected it would win an education from the publisher.
i032_2_a__NA_book	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	32	32	30320	10326	10	a	NA	book	The substitute teacher was tired of the practical jokes the students had been playing on her.	It was time to retaliate and teach those kids a book they wouldn't forget.
i033_2_a__NA_parade	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	33	74	30330	10334	7	a	NA	parade	The governor was recalled in the middle of his term.	The state was forced to hold a parade in every district.
i034_2_an_NA_election	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	34	64	30340	10343	10	an	NA	election	The city could only afford floats and marching bands.	Without clowns and horses it wouldn't be much of an election this year.
i035_2_a__NA_murder	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	35	68	30350	10354	9	a	NA	murder	Andy was looking for a place to plug in the lamp.	He searched high and low but couldn't find a murder anywhere.
